Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Interest & Dividend Income/(Expense) - Net - Finance,Non-Interest Business Revenue/(Expense) - Net - Total,Revenue from Business Activities - Total,Provision & Impairment for Loan Losses,"Selling, General & Administrative Expenses - Total",Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,Loans & Receivables - Total,Investments - Total,Total Assets,Deposits - Total,Common Equity - Total,Tangible Total Equity,Earning Assets,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Book Value per Share,Tangible Book Value per Share,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM","Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Fee Revenue - %,Efficiency Ratio - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",Interest & Dividend Income/(Expense) - Net - Finance,Non-Interest Business Revenue/(Expense) - Net - Total,Revenue from Business Activities - Total,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Deposits - Total,Loans & Receivables - Total,Total Assets,Capital Adequacy - Total (%),Capital Adequacy - Tier 1 (%),Capital Adequacy - Core Tier 1 (%),Capital Adequacy - Tier 2 (%),Risk Weighted Assets,Leverage Ratio - Basel 3 - %,Reserves for Loan Losses - Total Percentage of Loans - Gross - Total,Reserves for Loan Losses - Total to Loans - Non-Performing & Impaired,Reserves for Loan Losses - Total Percentage of Total Assets,Loans - Non-Performing & Impaired Percentage of Loans - Gross - Total,Loans - Non-Performing & Impaired Percentage of Shareholders Equity - Common,Loans - Non-Performing & Impaired Percentage of Reserves for Loan Losses - Total,Loans - Gross - Total Percentage of Total Assets,Loans to Deposits (End of Period),Loan Loss Coverage Ratio,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Earnings Retention Rate,Dividend Payout Ratio - %,Dividend Coverage - %
2019-05-22,COF,Capital One Financial Corp,17.01,31.46,43.895,59.84,77.92,92.845,104.055,112.44,119.205,124.265,82.4210205078125,83.23385244387575,82.41198712784235,82.78227991166838,1117200.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-05-23,COF,Capital One Financial Corp,18.27,33.41,46.41,63.115,81.9,97.325,108.795,117.315,124.14,129.2,80.60570526123047,81.65335695075356,80.01865953109775,81.65335695075356,1584300.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-05-24,COF,Capital One Financial Corp,17.285,31.535,45.32,61.405,79.255,94.235,105.465,113.88,120.66,125.71,81.98750305175781,82.0778161748292,81.0392049238339,81.16564467422377,1175700.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-05-28,COF,Capital One Financial Corp,17.135,31.535,44.65,61.01,80.785,96.99,108.875,117.695,124.745,129.97,80.15412139892578,82.10491797081129,80.09993490207887,81.60818544821551,2016500.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-05-29,COF,Capital One Financial Corp,18.09,32.2,45.03,61.71,82.205,98.905,111.07,120.055,127.205,132.485,80.77728271484375,80.88565569383383,79.07033939126177,79.67544482545246,1605000.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-05-30,COF,Capital One Financial Corp,17.325,31.705,45.33,61.415,82.015,98.825,111.06,120.1,127.29,132.59,79.79286193847656,81.4636788641291,79.17872304310458,80.87664010760639,1376400.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-05-31,COF,Capital One Financial Corp,18.305,32.525,46.815,63.405,83.94,100.955,113.285,122.375,129.585,134.875,77.5530776977539,79.09745510103137,77.4176045450908,78.77232229082024,2785100.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-03,COF,Capital One Financial Corp,18.16,32.5,45.585,62.445,80.645,95.9,107.25,115.765,122.625,127.75,78.64588928222656,78.95295535691483,77.55308436688381,77.65243089468328,2050000.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-04,COF,Capital One Financial Corp,17.945,33.345,46.11,62.895,81.225,96.62,108.05,116.61,123.505,128.64,81.21078491210938,81.22885166812839,79.4677150404947,79.81091450037074,2047400.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-05,COF,Capital One Financial Corp,17.715,32.29,45.81,61.915,80.025,95.31,106.69,115.23,122.12,127.26,81.1927490234375,81.46368842969669,79.94640432711333,81.28306215885723,1666600.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-06,COF,Capital One Financial Corp,17.09,32.39,44.85,61.835,79.17,93.865,104.885,113.195,119.935,124.99,81.60819244384766,81.8881652221562,80.9308336133977,81.10243338872246,1474500.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-07,COF,Capital One Financial Corp,17.015,32.245,44.625,61.51,78.735,93.37,104.36,112.66,119.395,124.455,81.51786804199219,82.14103339435209,81.31917504338925,81.42755492184068,1296200.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-10,COF,Capital One Financial Corp,16.66,31.555,43.645,60.14,76.98,91.38,102.26,110.505,117.22,122.285,81.6714096069336,82.85452745312328,81.6081897271475,82.1139487654362,1402800.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-11,COF,Capital One Financial Corp,16.53,31.355,43.375,59.77,76.515,90.85,101.685,109.91,116.605,121.655,82.4932632446289,83.30609514490891,82.1681373749666,82.46616999636119,1194400.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-12,COF,Capital One Financial Corp,16.99,32.115,44.36,61.08,78.11,92.64,103.58,111.85,118.565,123.62,81.77978515625,82.82742980716513,81.2920860135922,82.52939029379928,1011000.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-13,COF,Capital One Financial Corp,16.565,31.42,43.455,59.88,76.66,91.02,101.87,110.105,116.815,121.87,81.97846984863281,82.58358224445671,81.72559034730922,81.8249368500363,1313300.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-14,COF,Capital One Financial Corp,16.815,31.825,43.97,60.57,77.48,91.94,102.84,111.1,117.81,122.875,81.79785919189453,82.18621189735723,80.90374738739241,82.18621189735723,1310000.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-17,COF,Capital One Financial Corp,17.155,32.21,45.205,61.305,78.365,93.035,104.055,112.395,119.17,124.25,81.23789978027344,82.23136491231243,81.04824013427974,81.79785222829084,1416800.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-18,COF,Capital One Financial Corp,17.1,31.59,44.22,60.325,77.96,92.965,104.205,112.685,119.55,124.695,82.44812774658203,82.97195362653024,81.19275644527764,81.2830695889529,2205600.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-19,COF,Capital One Financial Corp,16.885,31.215,44.205,60.02,79.765,96.33,108.51,117.575,124.835,130.2,81.71658325195312,83.12548760252862,81.48176356337345,82.56553508066979,1715500.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-20,COF,Capital One Financial Corp,16.99,31.415,42.82,58.865,76.455,91.435,102.715,111.245,118.165,123.37,82.75518035888672,83.03516001634767,81.73462890941953,82.69196047954716,1365300.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-21,COF,Capital One Financial Corp,16.875,31.245,44.06,59.555,81.32,99.23,112.255,121.865,129.485,135.075,82.65583801269531,83.41448349342811,82.04169905798797,82.84550455071633,3195400.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-24,COF,Capital One Financial Corp,16.81,31.115,44.375,60.095,74.535,86.495,95.8,103.255,109.435,114.31,80.1270523071289,82.3487889235057,79.46775320477781,82.18622249350486,3038200.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-25,COF,Capital One Financial Corp,16.905,32.07,44.75,60.66,76.785,89.765,99.68,107.505,113.92,118.945,80.21733093261719,81.03016273276744,79.53997224756678,79.99154470426706,1859200.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-26,COF,Capital One Financial Corp,16.94,32.3,44.695,60.7,76.865,89.78,99.65,107.445,113.825,118.83,80.72312927246094,81.02116889303564,80.06383702259207,80.37993651845058,1559000.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-27,COF,Capital One Financial Corp,16.87,31.935,44.905,60.71,77.89,91.505,101.8,109.865,116.43,121.545,80.67794799804688,81.63527953456716,80.37087510171312,80.91276074709347,1439600.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-06-28,COF,Capital One Financial Corp,17.78,33.29,46.62,62.895,80.45,94.35,104.8,112.945,119.545,124.67,81.95138549804688,82.26748490901984,80.68698096370463,81.47271969136632,3156300.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-07-01,COF,Capital One Financial Corp,16.975,31.355,43.605,59.42,76.26,89.61,99.765,107.745,114.265,119.36,83.12545776367188,83.83894306445104,82.39391259661612,83.36027736796031,1732900.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-07-02,COF,Capital One Financial Corp,16.97,31.285,43.13,58.71,76.71,90.825,101.45,109.745,116.47,121.7,82.27651977539062,83.06225851724291,81.85204046279631,82.90872549920469,1637900.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-07-03,COF,Capital One Financial Corp,16.905,31.105,42.79,58.705,78.51,93.855,105.245,114.025,121.08,126.505,83.98345947265625,83.99249285282669,82.68293523657022,82.89065474733908,1297000.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-07-05,COF,Capital One Financial Corp,16.935,30.95,42.585,58.39,78.33,93.295,104.6,113.255,120.28,125.7,83.57703399658203,84.1098862064578,83.04417489625718,83.99247984422647,1106900.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-07-08,COF,Capital One Financial Corp,16.85,31.95,44.365,60.29,77.38,90.515,100.685,108.615,115.155,120.265,82.90873718261719,83.50480946800778,82.61973097657446,83.15258336971982,1409800.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-07-09,COF,Capital One Financial Corp,16.99,31.635,43.875,59.9,78.585,92.67,103.415,111.705,118.48,123.745,83.35124969482422,83.50478268525504,82.1952252414287,82.20425172996045,1982500.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-07-10,COF,Capital One Financial Corp,16.98,31.335,43.6,59.615,76.64,89.64,99.72,107.59,114.095,119.2,81.42755126953125,83.67638024554788,81.28304477141096,83.28802764491094,2495500.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
2019-07-11,COF,Capital One Financial Corp,16.345,29.415,43.38,58.48,72.63,84.465,93.955,101.545,107.92,112.965,81.92428588867188,82.3848917891688,81.43658673940158,81.83397276261067,1492000.0,5820.0,867.0,6687.0,1638.0,3255.0,1243.0,1264.0,241485.0,82921.0,372538.0,249764.0,47308.0,36870.0,335978.0,6350.0,675.0,205.0,1861.0,101.15,69.51,2.49,472.3,0.0,2.12,11.5,56.92,18.59,-1.69,18.9,12.48,1.63,5820.0,867.0,6687.0,2.49,467.72,249764.0,241485.0,372538.0,15.1,12.7,11.2,2.4,295662.25,10.7,2.84,8.88,1.94,0.32,1.72,11.26,68.27,0.99,1.79,15.81,53.27,114.01,0.84,16.07,622.22
