Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Net Premiums Earned,Investment Income/(Expense) - Net - Insurance,Revenue from Business Activities - Total,Insurance Claims/Reserves - Total,Underwriting Expenses,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Investments including Loans - Total,Total Assets,Insurance Reserves - Total,Debt - Total,Earning Assets,Tangible Total Equity,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Book Value per Share,Tangible Book Value per Share,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Loss Ratio - Insurance - %,Expense Ratio - %,Combined Ratio - Insurance - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",Net Premiums Earned,Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Investments including Loans - Total,Tangible Total Equity,Total Assets,Claims Ratio - Insurance - %,Operating Ratio - Insurance - %,Investment Ratio - %,Claims & Loss Expense Percentage of Gross Premiums Written,Operating Income Percentage of Net Premiums Earned,Operating Income Percentage of Gross Premiums Written,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Dividend Coverage - %
2018-03-13,ALL,Allstate Corp,5.43,7.645,11.44,16.95,21.96,28.83,33.66,35.68,37.26,38.53,82.18931579589844,82.42801413860104,81.02991827073551,81.36239189150584,3349600.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-03-14,ALL,Allstate Corp,5.125,7.225,11.09,16.95,22.285,29.435,34.45,36.565,38.2,39.5,82.18931579589844,83.32313292373578,81.94209065408731,82.54736330995233,2738500.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-03-15,ALL,Allstate Corp,5.07,7.455,11.26,16.99,22.305,29.37,34.325,36.39,38.0,39.285,82.53031158447266,83.10149006494854,81.89093822170719,82.35128782338339,2473800.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-03-16,ALL,Allstate Corp,5.095,7.365,11.185,16.96,22.29,29.365,34.33,36.42,38.04,39.34,83.14411163330078,83.51068595733818,82.69228882777516,82.7263895211789,3425300.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-03-19,ALL,Allstate Corp,6.705,7.98,12.205,17.935,22.94,29.98,34.915,36.98,38.58,39.855,82.50474548339844,83.32314268455293,81.93357345301605,83.1441189065544,2406500.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-03-20,ALL,Allstate Corp,6.295,9.08,13.81,19.745,25.65,32.99,38.25,40.44,42.11,43.42,83.02477264404297,83.28052462392601,82.44507379314535,82.70934606939295,1441300.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-03-21,ALL,Allstate Corp,6.105,8.495,13.295,19.41,26.495,33.985,39.355,41.62,43.325,44.665,82.5558853149414,83.36576214193339,82.41096224730485,82.92245963569643,1514400.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-03-22,ALL,Allstate Corp,6.53,9.745,14.43,21.185,27.865,34.35,39.0,41.625,43.73,45.45,80.68891906738281,82.751962207893,80.55251629575794,82.05291426342086,1999200.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-03-23,ALL,Allstate Corp,7.265,10.24,15.675,23.305,30.73,37.9,43.035,45.885,48.11,49.9,78.6429214477539,81.06401205927305,78.54914617014867,80.78269273049935,2036500.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-03-26,ALL,Allstate Corp,7.075,10.05,16.14,22.45,30.14,37.02,41.94,44.575,46.66,48.36,80.57808685302734,80.91056696908583,79.17147072713018,79.66591449369217,1771600.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-03-27,ALL,Allstate Corp,6.185,9.165,14.735,22.18,29.435,38.035,44.185,47.1,49.375,51.2,79.61479949951172,81.04699661194165,79.21412433948005,80.74009676613205,1540400.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-03-28,ALL,Allstate Corp,7.065,10.035,15.34,22.665,30.075,37.06,42.05,44.355,46.225,47.77,80.65481567382812,81.5414141475765,79.69149552164131,79.88756636923416,2173600.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-03-29,ALL,Allstate Corp,7.455,9.805,15.735,22.21,29.15,36.195,41.24,43.7,45.675,47.315,80.81680297851562,81.75454936140525,80.81680297851562,81.07254844437128,2449300.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-02,ALL,Allstate Corp,7.7,10.67,16.73,23.48,31.385,37.265,41.48,43.405,45.01,46.385,79.87907409667969,82.64117278708906,78.52360515938643,81.78867463662696,2563400.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-03,ALL,Allstate Corp,6.19,9.6,16.2,22.31,29.725,37.94,43.82,46.68,48.945,50.79,81.089599609375,81.37944576278247,79.27377498652,79.7170775204924,2028700.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-04,ALL,Allstate Corp,6.22,9.425,15.405,21.79,29.1,36.915,42.505,45.205,47.365,49.145,82.2916030883789,82.47062682739146,80.37348323661979,80.57808086634252,1789300.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-05,ALL,Allstate Corp,5.6,9.37,14.69,21.125,27.71,35.465,41.015,43.795,46.015,47.85,82.8031234741211,83.35724844197519,82.47917659484239,82.74344887783178,1853300.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-06,ALL,Allstate Corp,6.18,9.43,15.495,21.775,29.05,36.62,42.03,44.66,46.77,48.52,81.75454711914062,82.87984404855347,81.06401942097092,82.1722692547447,2159700.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-09,ALL,Allstate Corp,6.005,9.355,14.815,21.35,28.61,36.25,41.72,44.355,46.47,48.225,81.65225982666016,83.11003066951062,81.36241361998471,82.2575326441681,1450200.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-10,ALL,Allstate Corp,6.23,9.32,14.505,21.365,27.845,35.715,41.335,44.04,46.21,48.005,82.79458618164062,83.20378147104202,82.15521285091432,82.56440814031572,1303100.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-11,ALL,Allstate Corp,5.645,9.06,14.195,20.91,27.545,35.58,41.32,44.185,46.465,48.35,82.01030731201172,82.53885842837859,81.82276321011743,82.12965651505525,1739400.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-12,ALL,Allstate Corp,6.1,9.02,14.595,21.02,27.29,34.705,39.995,42.505,44.55,46.27,82.4791488647461,83.07589462700899,82.24045055984094,82.40242719704415,1649800.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-13,ALL,Allstate Corp,5.73,7.925,13.225,20.085,27.125,35.7,41.825,44.905,47.345,49.35,82.14669799804688,83.28052176372213,81.7289758490244,83.25494786742075,1685900.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-16,ALL,Allstate Corp,5.495,8.855,14.515,20.0,26.635,33.455,38.325,40.735,42.74,44.445,83.14411163330078,83.48511206329593,82.35128839778001,82.76049021458263,1765700.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-17,ALL,Allstate Corp,5.565,8.73,13.79,19.46,26.895,33.475,38.175,41.695,44.445,46.655,83.33167266845703,84.43992257921997,83.1355952827523,83.51069645329541,1810500.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-18,ALL,Allstate Corp,5.3,8.695,14.415,19.78,26.365,33.335,38.315,41.39,43.8,45.745,83.36579132080078,83.621536852489,82.31721577915019,83.44251302909392,2160200.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-19,ALL,Allstate Corp,5.55,9.425,14.76,21.005,27.37,34.365,39.355,42.375,44.73,46.635,83.52776336669922,84.44845633488632,83.16970923591326,83.698260378278,2360800.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-20,ALL,Allstate Corp,5.905,8.63,14.235,20.52,27.38,35.28,40.91,44.3,46.9,48.965,83.80906677246094,84.61894368283157,83.34019682818167,83.85169426923306,1542700.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-23,ALL,Allstate Corp,6.0,9.41,15.215,20.985,27.41,35.045,40.49,43.77,46.315,48.335,84.06482696533203,84.3120521618912,83.38282597454511,84.23532396100703,1528400.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-24,ALL,Allstate Corp,6.005,9.545,15.945,21.925,29.255,36.31,41.345,44.38,46.73,48.62,83.02477264404297,84.56779181161976,82.58147658349445,84.00514656153729,1952600.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-25,ALL,Allstate Corp,5.945,9.195,15.2,21.72,28.44,36.135,41.61,44.88,47.395,49.395,83.11001586914062,83.51069091034574,82.19784340462706,83.07591517371438,2048800.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-26,ALL,Allstate Corp,6.095,9.315,15.29,21.19,28.015,34.94,39.87,42.78,45.065,46.905,83.14411163330078,83.40838387712697,82.50473826607572,83.246413713512,1110900.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-27,ALL,Allstate Corp,5.65,8.195,13.42,20.21,27.23,35.55,41.48,45.09,47.855,50.045,83.7067642211914,83.8772611860067,83.05886404761713,83.07591114248174,1292700.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-04-30,ALL,Allstate Corp,5.44,9.495,14.55,20.865,27.405,34.375,39.35,42.365,44.725,46.615,83.3913345336914,84.48253067701658,83.3913345336914,84.14153025621695,1520000.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-05-01,ALL,Allstate Corp,5.925,9.035,14.67,20.765,27.965,35.575,41.0,44.265,46.78,48.775,83.71528625488281,83.71528625488281,82.36834459517227,83.20378884577379,1547200.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-05-02,ALL,Allstate Corp,6.485,9.52,15.09,21.395,28.15,35.44,40.625,43.715,46.11,48.025,80.18595123291016,83.52774797899869,78.71965378889915,83.3742980952291,4938800.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-05-03,ALL,Allstate Corp,6.085,9.33,15.18,22.005,29.395,36.98,42.385,45.615,48.1,50.06,80.17741394042969,80.56956211492455,78.24224045511376,79.64886300748017,2695600.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-05-04,ALL,Allstate Corp,6.265,9.26,14.355,21.37,28.085,36.305,42.155,45.63,48.28,50.37,80.57808685302734,81.09811101624142,79.16294392824615,79.62329350735575,1681800.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
2018-05-07,ALL,Allstate Corp,6.06,9.475,14.53,21.425,27.85,35.6,41.115,44.41,46.945,48.96,81.03844451904297,81.42207245860452,80.04955038319441,80.62072238862675,1729900.0,8609.0,897.0,9634.0,6350.0,1176.0,1022.0,579.0,482.0,74997.0,110865.0,71623.0,6348.0,74997.0,19192.0,19755.0,491.0,119.0,72.0,40.0,54.72,48.33,1.49,369.0,1.63,71.8,24.8,96.6,10.61,8.83,31.96,6.01,13.06,2.41,8609.0,9634.0,1022.0,579.0,1.49,361.0,74997.0,19192.0,110865.0,73.76,26.27,10.42,73.76,11.87,11.87,5.73,22.79,29.52,12.31,0.75,24.73,404.41
