Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Net Premiums Earned,Investment Income/(Expense) - Net - Insurance,Revenue from Business Activities - Total,Insurance Claims/Reserves - Total,Underwriting Expenses,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Investments including Loans - Total,Total Assets,Insurance Reserves - Total,Debt - Total,Earning Assets,Tangible Total Equity,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Book Value per Share,Tangible Book Value per Share,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Loss Ratio - Insurance - %,Expense Ratio - %,Combined Ratio - Insurance - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",Net Premiums Earned,Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Investments including Loans - Total,Tangible Total Equity,Total Assets,Claims Ratio - Insurance - %,Operating Ratio - Insurance - %,Investment Ratio - %,Claims & Loss Expense Percentage of Gross Premiums Written,Operating Income Percentage of Net Premiums Earned,Operating Income Percentage of Gross Premiums Written,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Dividend Coverage - %
2016-08-05,ALL,Allstate Corp,8.34,13.74,22.07,30.36,37.805,48.655,55.975,60.87,64.395,67.065,56.88985061645508,56.99728755364361,56.60887528377492,56.790685819031296,1620200.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-08,ALL,Allstate Corp,8.315,13.73,22.07,30.35,37.785,48.595,55.885,60.77,64.275,66.945,57.16258239746094,57.170848234551585,56.78243585611362,56.889866518346665,2194500.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-09,ALL,Allstate Corp,8.32,13.74,22.08,30.36,37.79,48.605,55.895,60.77,64.285,66.95,57.327850341796875,57.435280971661705,57.02207751143392,57.1625651747151,1053100.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-10,ALL,Allstate Corp,8.435,13.87,22.22,30.515,37.94,48.82,56.15,61.05,64.575,67.245,57.36917495727539,57.4104978310921,57.1543136673874,57.327858388444,941800.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-11,ALL,Allstate Corp,8.32,13.745,22.08,30.365,37.795,48.62,55.925,60.805,64.325,66.995,57.112979888916016,57.44354390137872,57.05513165960885,57.369164003707155,1796700.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-12,ALL,Allstate Corp,8.35,13.78,22.11,30.385,37.8,48.615,55.915,60.8,64.315,66.985,57.12950134277344,57.22867243122094,56.88984260776306,57.07165311742498,903100.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-15,ALL,Allstate Corp,8.33,13.75,22.09,30.355,37.76,48.58,55.875,60.76,64.275,66.94,57.34440231323242,57.393984733870475,57.03036980754582,57.129534648821924,1537700.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-16,ALL,Allstate Corp,8.325,13.755,22.1,30.365,37.775,48.58,55.865,60.74,64.25,66.915,56.980751037597656,57.41048613983161,56.947700311257236,56.947700311257236,1436800.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-17,ALL,Allstate Corp,8.335,13.775,22.12,30.39,37.805,48.61,55.905,60.775,64.29,66.95,57.121253967285156,57.154311003800885,56.741107504831774,56.98075998584703,2091700.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-18,ALL,Allstate Corp,8.38,13.815,22.15,30.41,37.805,48.645,55.945,60.83,64.345,67.01,57.38569641113281,57.47660167335541,57.07992359229459,57.154303490924086,1657000.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-19,ALL,Allstate Corp,8.335,13.78,22.12,30.39,37.795,48.615,55.9,60.78,64.285,66.95,57.16258239746094,57.36918418982272,57.04688589813725,57.12952535408469,1269400.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-22,ALL,Allstate Corp,8.35,13.805,22.155,30.42,37.825,48.625,55.91,60.78,64.285,66.945,56.91466522216797,57.06341876798478,56.840285296766325,57.055152930720936,1171400.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-23,ALL,Allstate Corp,8.555,14.155,22.72,31.2,38.795,49.805,57.19,62.095,65.61,68.265,56.493167877197266,57.137764155567616,56.493167877197266,56.94769412732167,1716200.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-24,ALL,Allstate Corp,8.77,14.52,23.31,32.0,39.785,51.005,58.475,63.42,66.945,69.585,56.410526275634766,56.56753927006497,56.32788686198996,56.451842829965614,1004500.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-25,ALL,Allstate Corp,8.785,14.55,23.34,32.035,39.82,51.03,58.505,63.445,66.965,69.61,56.64191818237305,56.75761462048402,56.29482886804015,56.377468280264694,1145100.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-26,ALL,Allstate Corp,8.355,13.815,22.155,30.41,37.805,46.205,51.94,55.905,58.94,61.35,56.460105895996094,56.92289163371468,56.25350421951704,56.79893567181349,1427700.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-29,ALL,Allstate Corp,8.355,13.825,22.165,30.405,37.775,46.16,51.87,55.83,58.855,61.26,57.08293914794922,57.2324146612788,56.58468954871307,56.69264162227823,1647000.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-30,ALL,Allstate Corp,8.355,13.815,22.15,30.39,37.755,46.155,51.88,55.835,58.875,61.28,57.44001770019531,57.48984709373862,57.082937668473186,57.082937668473186,1439200.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-08-31,ALL,Allstate Corp,8.365,13.84,22.18,30.425,37.795,46.195,51.915,55.875,58.91,61.315,57.26560592651367,57.49812187732566,56.875308579543066,57.45660479215751,2133000.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-01,ALL,Allstate Corp,8.365,13.84,22.18,30.42,37.785,46.175,51.89,55.85,58.885,61.29,57.0164909362793,57.36526490242663,56.73414558112297,57.27391843478063,1699000.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-02,ALL,Allstate Corp,8.38,13.875,22.225,30.47,37.845,46.245,51.96,55.92,58.955,61.355,57.25730514526367,57.50643302110537,56.900225235535935,57.17426463184479,1507300.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-06,ALL,Allstate Corp,8.465,14.01,22.385,30.8,38.305,46.77,52.525,56.515,59.52,61.92,57.55625915527344,57.55625915527344,56.966663242052284,57.04970375993399,1809000.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-07,ALL,Allstate Corp,8.41,13.92,22.245,30.61,38.07,46.51,52.26,56.25,59.255,61.665,57.66423416137695,57.697451645226906,57.24902511663337,57.34037161332393,1627500.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-08,ALL,Allstate Corp,8.375,13.865,22.145,30.46,37.88,46.285,52.025,56.005,59.01,61.42,57.48152542114258,57.61438898455768,57.34865552214198,57.539654418058966,1382500.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-09,ALL,Allstate Corp,8.57,14.19,22.67,31.185,38.775,47.31,53.1,57.1,60.1,62.5,56.4351921081543,57.21578685620538,56.4351921081543,57.14104596078659,1816200.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-12,ALL,Allstate Corp,8.58,14.205,22.69,31.19,38.765,47.285,53.06,57.05,60.045,62.43,56.86703109741211,57.049717747308584,56.202694120306376,56.43521016161729,1956600.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-13,ALL,Allstate Corp,8.765,14.495,23.12,31.77,39.47,48.11,53.935,57.945,60.94,63.32,56.40198516845703,56.70093613478624,56.23590411409019,56.41029112185121,1924600.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-14,ALL,Allstate Corp,8.805,14.58,23.28,32.005,39.765,48.425,54.26,58.255,61.25,63.62,55.96186065673828,56.50993950087573,55.87882013551354,56.385375551245794,1717800.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-15,ALL,Allstate Corp,8.805,14.585,23.29,32.01,39.775,48.435,54.27,58.27,61.26,63.63,56.31894302368164,56.50994193274514,55.862210633911914,55.936951541140566,1753200.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-16,ALL,Allstate Corp,8.805,14.595,23.3,32.02,39.785,48.45,54.29,58.295,61.285,63.655,55.97847366333008,56.2774182785017,55.837297805327125,56.10303127982418,2314200.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-19,ALL,Allstate Corp,8.815,14.605,23.305,32.015,39.775,48.43,54.26,58.255,61.245,63.615,56.01997375488281,56.3853595472662,55.9037157910488,56.11962615341934,1139500.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-20,ALL,Allstate Corp,9.475,15.225,24.56,34.325,43.255,52.74,59.07,63.38,66.55,69.025,56.3604621887207,56.6095837442631,56.24420419568383,56.33554433113956,1423400.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-21,ALL,Allstate Corp,9.175,14.74,23.77,33.225,41.865,51.14,57.375,61.645,64.81,67.29,57.0164909362793,57.058008026200525,56.443500609333526,56.443500609333526,1393400.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-22,ALL,Allstate Corp,9.205,14.79,23.85,33.335,42.005,51.295,57.545,61.82,64.985,67.475,57.24900436401367,57.34865044385486,57.07461738870668,57.16595751669945,1407000.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-23,ALL,Allstate Corp,8.955,14.395,23.205,32.43,40.865,49.985,56.155,60.405,63.565,66.065,56.87533187866211,57.24071785709619,56.75076790096075,56.93346089017779,1297200.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-26,ALL,Allstate Corp,9.155,14.74,23.765,33.21,41.84,51.105,57.345,61.615,64.78,67.27,56.79228973388672,56.983288672376496,56.56807964882968,56.676031714140564,1861000.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-27,ALL,Allstate Corp,9.375,15.095,24.35,34.025,42.865,52.3,58.615,62.92,66.09,68.575,57.2822380065918,57.37357816036988,56.69263563502377,56.74246502459612,1747900.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-28,ALL,Allstate Corp,9.38,15.1,24.355,34.03,42.875,52.31,58.63,62.93,66.11,68.59,57.38188552856445,57.41510301056899,56.97498246128588,57.29884499134654,1506400.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
2016-09-29,ALL,Allstate Corp,9.465,15.25,24.6,34.37,43.29,52.785,59.125,63.44,66.61,69.095,56.999881744384766,57.53965462372944,56.82549475301227,57.116139738633095,2317900.0,8378.0,762.0,9241.0,6540.0,1126.0,535.0,271.0,446.0,74235.0,107284.0,70906.0,5109.0,74235.0,19334.0,18807.0,644.0,97.0,68.0,-85.0,50.69,47.41,0.64,378.1,1.84,75.5,25.3,100.8,5.79,4.07,27.93,2.93,8.03,1.54,8378.0,9241.0,535.0,271.0,0.64,371.0,74235.0,19334.0,107284.0,78.06,25.85,9.1,78.06,6.39,6.39,4.76,19.91,24.86,7.43,0.49,51.24,195.16
