Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Net Premiums Earned,Investment Income/(Expense) - Net - Insurance,Revenue from Business Activities - Total,Insurance Claims/Reserves - Total,Underwriting Expenses,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Investments including Loans - Total,Total Assets,Insurance Reserves - Total,Debt - Total,Earning Assets,Tangible Total Equity,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Book Value per Share,Tangible Book Value per Share,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Loss Ratio - Insurance - %,Expense Ratio - %,Combined Ratio - Insurance - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",Net Premiums Earned,Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Investments including Loans - Total,Tangible Total Equity,Total Assets,Claims Ratio - Insurance - %,Operating Ratio - Insurance - %,Investment Ratio - %,Operating Income Percentage of Net Premiums Earned,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Dividend Coverage - %
2020-04-28,AIG,American International Group Inc,30.4585,46.6178,61.5294,76.3845,92.5081,110.1274,122.6198,129.1168,134.1193,138.0999,22.371173858642578,22.733997340420352,21.601279099820957,22.203035612393112,9513900.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-04-29,AIG,American International Group Inc,28.7824,46.2175,60.1187,74.2455,89.6689,108.6429,122.0863,129.1533,134.5562,138.8206,24.0968017578125,24.256090474047653,23.008331114047124,23.26496330973289,9621700.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-04-30,AIG,American International Group Inc,27.2288,43.4827,58.5684,72.649,88.7408,107.6467,121.036,128.095,133.5024,137.7768,22.5039119720459,23.725122324492027,22.46851373881641,23.636628429298963,6637600.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-01,AIG,American International Group Inc,29.0376,44.1778,60.0106,74.6812,90.4666,108.7949,121.7711,128.6173,133.9239,138.1643,21.149965286254883,21.83136625746977,20.84023741862256,21.698626225021943,6410000.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-04,AIG,American International Group Inc,26.8545,45.1167,62.2805,78.3265,96.284,114.0004,126.5497,132.5076,137.1059,140.7664,21.30040168762207,21.618979074639086,20.459713798821767,21.096866884974922,9321900.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-05,AIG,American International Group Inc,28.0233,46.8557,64.9728,81.4254,99.7092,116.6597,128.6773,134.2774,138.6063,142.0603,22.176485061645508,23.28265453163015,21.778265065179433,21.866757272473677,8944300.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-06,AIG,American International Group Inc,30.705,49.5874,69.0908,85.8836,106.5741,126.7592,141.0322,149.3802,155.6118,160.4241,20.627853393554688,22.441972828661346,20.557058595806403,22.30923110598733,7824700.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-07,AIG,American International Group Inc,31.4231,51.844,71.2129,89.0842,106.7249,124.3141,136.7674,144.0767,149.6432,154.0214,22.583559036254883,22.610106026502308,21.034921590936072,21.061468581183497,8239200.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-08,AIG,American International Group Inc,26.2099,44.7813,67.8437,87.4099,105.9992,124.4278,137.455,145.0366,150.7873,155.2944,24.468477249145508,24.512725056786973,22.840195061327737,23.25611601375111,9829300.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-11,AIG,American International Group Inc,30.8372,51.4261,70.8545,89.0824,108.494,126.8659,139.8595,147.4889,153.2483,157.742,24.379985809326172,24.725111992619013,23.636639443915907,24.167601374620588,8112100.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-12,AIG,American International Group Inc,28.0467,47.8346,69.4989,90.5076,111.6437,128.3491,140.1813,147.138,152.4758,156.7077,23.495040893554688,25.070226962295298,23.495040893554688,24.55696435147343,5604500.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-13,AIG,American International Group Inc,33.1224,54.2105,75.7375,96.812,116.3208,133.8152,146.1944,153.3364,158.7489,162.9898,22.087995529174805,23.176467785418286,21.911009391748294,23.087973872764533,6238300.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-14,AIG,American International Group Inc,36.5388,58.7015,78.3902,97.2151,114.9594,133.8461,147.1944,154.9421,160.7619,165.2843,22.795944213867188,22.902135554420894,20.77829017665657,21.636678900183817,6954500.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-15,AIG,American International Group Inc,34.9256,55.7452,74.4616,93.9467,114.1581,132.2459,145.0401,152.4964,158.1406,162.5563,23.424245834350586,23.47734318814078,22.21188495011452,22.716297995955863,8185500.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-18,AIG,American International Group Inc,28.6962,48.8279,67.9347,88.2935,109.5252,128.223,141.4588,149.2581,155.1668,159.791,25.176424026489258,25.636589356799643,24.66316133323911,24.778202243846437,8773500.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-19,AIG,American International Group Inc,28.4515,48.8888,66.3168,84.4534,106.283,124.7612,137.804,145.4916,151.3552,155.9741,24.45077133178711,25.31800955388038,24.273785214045418,24.937486953308575,5550300.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-20,AIG,American International Group Inc,26.6956,45.3487,63.1742,81.2697,101.8163,117.7077,128.9574,135.7783,141.1383,145.4693,24.813596725463867,25.344556771349247,24.6808550261117,24.955186296084076,5175400.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-21,AIG,American International Group Inc,27.1673,46.8894,64.4026,82.5622,102.2658,117.6059,128.5246,135.1538,140.386,144.6285,25.494997024536133,25.866670085761886,24.72510391134908,24.76935002116226,5473900.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-22,AIG,American International Group Inc,30.8433,51.4543,67.2958,85.3497,102.7961,116.7971,126.9078,133.0672,137.9895,142.0235,25.565792083740234,25.636586872919665,24.964035531774606,25.53924509272352,3727900.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-26,AIG,American International Group Inc,26.4463,44.2677,61.8801,80.4342,98.1241,115.1487,127.1794,134.5395,140.2906,144.9155,27.44185447692871,28.087857090873104,26.795851862984318,26.795851862984318,8361400.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-27,AIG,American International Group Inc,27.5006,42.2364,60.883,78.1461,95.9316,112.6339,124.4373,131.715,137.4301,142.0483,27.88432502746582,29.167480821977303,27.618843295997927,28.848903419368213,8387500.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-28,AIG,American International Group Inc,27.5617,43.198,59.9064,77.4028,92.9754,110.6354,123.1018,130.8003,136.8166,141.6598,27.539196014404297,28.48607512782385,27.273714327462493,28.291389907704396,5810300.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-05-29,AIG,American International Group Inc,26.1976,44.5618,60.7926,77.8755,94.0289,111.3988,123.6643,131.2417,137.1701,141.9452,26.601165771484375,27.468404011000665,26.521521426142257,26.955139701959983,8763200.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-01,AIG,American International Group Inc,26.0109,44.2738,60.1575,75.6576,92.6378,111.5197,124.8227,132.9797,139.2959,144.3373,27.0347843170166,27.406457369694223,26.335686008337774,26.64541383354927,4297800.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-02,AIG,American International Group Inc,26.7939,44.7314,60.1108,76.005,92.7561,110.5429,123.0886,130.83,136.8773,141.7417,27.866628646850586,28.10556172229255,26.990542391444514,27.26487202183281,6668700.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-03,AIG,American International Group Inc,26.0588,43.1488,58.4055,74.248,90.0098,108.8089,122.0368,130.1421,136.4443,141.4957,29.424110412597656,29.618797336172843,28.548022632270918,28.78695566326912,6238100.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-04,AIG,American International Group Inc,24.5333,39.7663,58.6065,75.363,91.8221,108.6754,120.5625,127.9847,133.842,138.5921,31.158588409423828,31.167439657765883,28.831209708260964,29.105537643146043,8438700.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-05,AIG,American International Group Inc,21.7055,34.1927,50.3166,65.3145,81.0079,98.6,111.0,118.9596,125.266,130.3978,32.17626190185547,34.48594456942852,32.01697320921169,34.23816028322613,10453100.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-08,AIG,American International Group Inc,19.5419,31.8005,49.7734,62.6199,81.8371,99.2522,111.5191,119.3068,125.4971,130.548,34.90187072753906,34.96381597056114,33.016959688559886,33.016959688559886,10596700.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-09,AIG,American International Group Inc,20.9323,34.1002,53.4748,65.0904,87.1468,102.5226,113.3542,120.1632,125.6598,130.2027,33.3974723815918,33.93728028380892,32.592181088016176,33.62755416157274,7047600.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-10,AIG,American International Group Inc,20.3922,33.3632,52.6731,66.3535,87.7671,102.972,113.7004,120.5285,126.0496,130.6161,31.114336013793945,33.008097685233096,31.105488143000198,32.96385157974144,8569300.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-11,AIG,American International Group Inc,20.9937,35.6805,57.4831,72.8234,96.7375,113.7059,125.6609,133.0069,138.7912,143.4694,27.97281837463379,29.97277159685938,27.6984870888534,28.76041061757787,9228600.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-12,AIG,American International Group Inc,22.7747,36.4662,56.2943,73.6576,96.104,111.4318,122.2544,129.0187,134.442,138.8958,29.537296295166016,30.020049521546714,27.92812057903988,29.948529009363327,7489700.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-15,AIG,American International Group Inc,21.619,34.6672,53.5112,68.3717,89.9172,108.8883,122.2339,130.56,137.0567,142.2711,29.671388626098633,30.01110419816576,27.82083992622836,27.98175594415511,6942400.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-16,AIG,American International Group Inc,20.3779,32.55,50.2843,62.4152,81.3801,97.5651,108.9666,116.3133,122.2623,127.1851,29.76078987121582,31.736497788300696,29.269098334017535,31.72755943029435,7393200.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-17,AIG,American International Group Inc,19.5329,30.4155,47.2198,60.0599,78.0845,96.6086,109.6323,117.9938,124.6376,130.0518,28.85786247253418,29.796550353860926,28.732704997766724,29.55517376240137,5963800.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
2020-06-18,AIG,American International Group Inc,21.1133,32.996,50.8049,62.274,81.1263,97.4313,108.91,116.324,122.3215,127.285,29.027721405029297,29.501532810389698,28.19631429845912,28.491329558357315,4065200.0,7443.0,2508.0,14443.0,7282.0,1862.0,3146.0,1654.0,2738.0,332336.0,510477.0,305205.0,35410.0,332336.0,61843.0,59688.0,-586.0,1903.0,-1447.0,32.0,69.3,69.3,1.98,878.87,5.28,396.0,0.11,66.8,34.7,101.5,21.78,17.71,35.34,11.45,7.28,0.95,7443.0,14443.0,3146.0,1654.0,1.98,861.29,332336.0,61843.0,510477.0,86.53,53.94,33.7,42.27,6.94,36.41,57.26,8.86,0.84,15.84,631.16
