Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-04-24,MO,Altria Group Inc,11.0016,19.4687,30.8513,39.6556,53.6854,66.8513,76.2334,80.9744,84.7406,87.816,26.899639129638672,27.001998010979676,26.401497953507715,26.44926473730832,8785500.0,5046.0,3265.0,2802.0,2867.0,1550.0,5616.0,5616.0,52618.0,29971.0,6543.0,3129.0,42.0,52.0,3504.0,1514.0,8.59,0.83,1858.0,2034.0,1.09,64.7,56.82,55.53,41.78,26.47,30.72,11.67,-7.81,-1.44,-7.4,5046.0,2802.0,2867.0,1550.0,0.83,1858.37,56.96,81.79,451.57,12.56,99.17,-0.01,100.84,71863.09,29971.0,132.0,5616.0,96350.09,0.37,6.64,2.43,5.4,13.11,-0.59,-7.81,-2.49,-67.85,0.71,0.53,-0.06,132.81,2.76,30.17,12.13,3.34,109.56,100.18
2020-04-27,MO,Altria Group Inc,10.3999,17.9101,30.2724,39.1638,52.9817,67.0141,77.0,83.5379,88.5854,92.6082,27.12483024597168,27.438727027848994,26.77681470138505,27.036119380451662,6066300.0,5046.0,3265.0,2802.0,2867.0,1550.0,5616.0,5616.0,52618.0,29971.0,6543.0,3129.0,42.0,52.0,3504.0,1514.0,8.59,0.83,1858.0,2034.0,1.09,64.7,56.82,55.53,41.78,26.47,30.72,11.67,-7.81,-1.44,-7.4,5046.0,2802.0,2867.0,1550.0,0.83,1858.37,56.96,81.79,451.57,12.56,99.17,-0.01,100.84,71863.09,29971.0,132.0,5616.0,96350.09,0.37,6.64,2.43,5.4,13.11,-0.59,-7.81,-2.49,-67.85,0.71,0.53,-0.06,132.81,2.76,30.17,12.13,3.34,109.56,100.18
2020-04-28,MO,Altria Group Inc,12.7998,19.7869,31.2735,39.515,52.8605,65.4284,74.382,80.3801,85.0779,88.8737,27.779918670654297,28.291707898646134,27.68438509792429,27.779918670654297,7098500.0,5046.0,3265.0,2802.0,2867.0,1550.0,5616.0,5616.0,52618.0,29971.0,6543.0,3129.0,42.0,52.0,3504.0,1514.0,8.59,0.83,1858.0,2034.0,1.09,64.7,56.82,55.53,41.78,26.47,30.72,11.67,-7.81,-1.44,-7.4,5046.0,2802.0,2867.0,1550.0,0.83,1858.37,56.96,81.79,451.57,12.56,99.17,-0.01,100.84,71863.09,29971.0,132.0,5616.0,96350.09,0.37,6.64,2.43,5.4,13.11,-0.59,-7.81,-2.49,-67.85,0.71,0.53,-0.06,132.81,2.76,30.17,12.13,3.34,109.56,100.18
2020-04-29,MO,Altria Group Inc,10.1308,18.4058,28.1243,36.8856,50.4765,63.0517,72.0139,78.045,82.796,86.6465,27.616146087646484,28.162054047475447,27.616146087646484,27.977809622952957,7350400.0,5046.0,3265.0,2802.0,2867.0,1550.0,5616.0,5616.0,52618.0,29971.0,6543.0,3129.0,42.0,52.0,3504.0,1514.0,8.59,0.83,1858.0,2034.0,1.09,64.7,56.82,55.53,41.78,26.47,30.72,11.67,-7.81,-1.44,-7.4,5046.0,2802.0,2867.0,1550.0,0.83,1858.37,56.96,81.79,451.57,12.56,99.17,-0.01,100.84,71863.09,29971.0,132.0,5616.0,96350.09,0.37,6.64,2.43,5.4,13.11,-0.59,-7.81,-2.49,-67.85,0.71,0.53,-0.06,132.81,2.76,30.17,12.13,3.34,109.56,100.18
2020-04-30,MO,Altria Group Inc,13.6375,19.5899,30.7017,38.128,50.6592,63.2991,72.3,78.3531,83.1158,86.9708,26.78363609313965,28.90585582809757,26.640335734963646,28.89903051403513,13830900.0,5046.0,3265.0,2802.0,2867.0,1550.0,5616.0,5616.0,52618.0,29971.0,6543.0,3129.0,42.0,52.0,3504.0,1514.0,8.59,0.83,1858.0,2034.0,1.09,64.7,56.82,55.53,41.78,26.47,30.72,11.67,-7.81,-1.44,-7.4,5046.0,2802.0,2867.0,1550.0,0.83,1858.37,56.96,81.79,451.57,12.56,99.17,-0.01,100.84,71863.09,29971.0,132.0,5616.0,96350.09,0.37,6.64,2.43,5.4,13.11,-0.59,-7.81,-2.49,-67.85,0.71,0.53,-0.06,132.81,2.76,30.17,12.13,3.34,109.56,100.18
2020-05-01,MO,Altria Group Inc,12.9599,19.9036,30.2043,38.5011,51.9759,64.957,74.1906,80.3307,85.1357,89.0075,25.869237899780273,27.541083134447305,25.705464211001743,26.63350904019297,11765500.0,5046.0,3265.0,2802.0,2867.0,1550.0,5616.0,5616.0,52618.0,29971.0,6543.0,3129.0,42.0,52.0,3504.0,1514.0,8.59,0.83,1858.0,2034.0,1.09,64.7,56.82,55.53,41.78,26.47,30.72,11.67,-7.81,-1.44,-7.4,5046.0,2802.0,2867.0,1550.0,0.83,1858.37,56.96,81.79,451.57,12.56,99.17,-0.01,100.84,71863.09,29971.0,132.0,5616.0,96350.09,0.37,6.64,2.43,5.4,13.11,-0.59,-7.81,-2.49,-67.85,0.71,0.53,-0.06,132.81,2.76,30.17,12.13,3.34,109.56,100.18
2020-05-04,MO,Altria Group Inc,13.2679,22.9477,36.4922,47.6393,63.2163,78.1377,88.738,95.473,100.5483,104.5017,25.937471389770508,26.11489307531519,25.63722271058713,25.930648680216052,9177300.0,5046.0,3265.0,2802.0,2867.0,1550.0,5616.0,5616.0,52618.0,29971.0,6543.0,3129.0,42.0,52.0,3504.0,1514.0,8.59,0.83,1858.0,2034.0,1.09,64.7,56.82,55.53,41.78,26.47,30.72,11.67,-7.81,-1.44,-7.4,5046.0,2802.0,2867.0,1550.0,0.83,1858.37,56.96,81.79,451.57,12.56,99.17,-0.01,100.84,71863.09,29971.0,132.0,5616.0,96350.09,0.37,6.64,2.43,5.4,13.11,-0.59,-7.81,-2.49,-67.85,0.71,0.53,-0.06,132.81,2.76,30.17,12.13,3.34,109.56,100.18
2020-05-05,MO,Altria Group Inc,13.6013,22.6282,36.7916,47.6967,64.2358,80.6888,92.3676,99.7211,105.171,109.3564,25.11179542541504,26.203614202317056,25.05720591827224,26.12172603696022,9590200.0,5046.0,3265.0,2802.0,2867.0,1550.0,5616.0,5616.0,52618.0,29971.0,6543.0,3129.0,42.0,52.0,3504.0,1514.0,8.59,0.83,1858.0,2034.0,1.09,64.7,56.82,55.53,41.78,26.47,30.72,11.67,-7.81,-1.44,-7.4,5046.0,2802.0,2867.0,1550.0,0.83,1858.37,56.96,81.79,451.57,12.56,99.17,-0.01,100.84,71863.09,29971.0,132.0,5616.0,96350.09,0.37,6.64,2.43,5.4,13.11,-0.59,-7.81,-2.49,-67.85,0.71,0.53,-0.06,132.81,2.76,30.17,12.13,3.34,109.56,100.18
2020-05-06,MO,Altria Group Inc,17.054,26.2299,40.7514,52.8021,69.0259,83.8954,94.4579,101.0535,105.9768,109.776,24.381635665893555,25.343799198191654,23.979028082699635,25.309680440923216,15203600.0,5046.0,3265.0,2802.0,2867.0,1550.0,5616.0,5616.0,52618.0,29971.0,6543.0,3129.0,42.0,52.0,3504.0,1514.0,8.59,0.83,1858.0,2034.0,1.09,64.7,56.82,55.53,41.78,26.47,30.72,11.67,-7.81,-1.44,-7.4,5046.0,2802.0,2867.0,1550.0,0.83,1858.37,56.96,81.79,451.57,12.56,99.17,-0.01,100.84,71863.09,29971.0,132.0,5616.0,96350.09,0.37,6.64,2.43,5.4,13.11,-0.59,-7.81,-2.49,-67.85,0.71,0.53,-0.06,132.81,2.76,30.17,12.13,3.34,109.56,100.18
2020-05-07,MO,Altria Group Inc,13.5338,25.076,39.4989,51.9721,69.573,83.7402,93.8081,100.1364,104.883,108.5641,23.95173454284668,24.736479057637144,23.89714504612177,24.716008321752128,17855900.0,5046.0,3265.0,2802.0,2867.0,1550.0,5616.0,5616.0,52618.0,29971.0,6543.0,3129.0,42.0,52.0,3504.0,1514.0,8.59,0.83,1858.0,2034.0,1.09,64.7,56.82,55.53,41.78,26.47,30.72,11.67,-7.81,-1.44,-7.4,5046.0,2802.0,2867.0,1550.0,0.83,1858.37,56.96,81.79,451.57,12.56,99.17,-0.01,100.84,71863.09,29971.0,132.0,5616.0,96350.09,0.37,6.64,2.43,5.4,13.11,-0.59,-7.81,-2.49,-67.85,0.71,0.53,-0.06,132.81,2.76,30.17,12.13,3.34,109.56,100.18
2020-05-08,MO,Altria Group Inc,13.3809,24.3303,40.866,52.274,69.3195,83.6954,93.9066,100.338,105.1547,108.885,25.07084846496582,25.18003005847777,24.183745089199906,24.313400021122828,8451500.0,5046.0,3265.0,2802.0,2867.0,1550.0,5616.0,5616.0,52618.0,29971.0,6543.0,3129.0,42.0,52.0,3504.0,1514.0,8.59,0.83,1858.0,2034.0,1.09,64.7,56.82,55.53,41.78,26.47,30.72,11.67,-7.81,-1.44,-7.4,5046.0,2802.0,2867.0,1550.0,0.83,1858.37,56.96,81.79,451.57,12.56,99.17,-0.01,100.84,71863.09,29971.0,132.0,5616.0,96350.09,0.37,6.64,2.43,5.4,13.11,-0.59,-7.81,-2.49,-67.85,0.71,0.53,-0.06,132.81,2.76,30.17,12.13,3.34,109.56,100.18
