Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Funds from Operations (FFO) - REIT,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Dividend Payout Ratio - %,Earnings Retention Rate
2018-10-15,AVB,AvalonBay Communities Inc,13.675,24.885,35.57,46.635,56.64,64.405,71.015,76.435,80.84,84.745,139.8470001220703,141.69113546517244,139.29700047389264,139.29700047389264,454100.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-10-16,AVB,AvalonBay Communities Inc,13.405,24.35,34.775,45.58,55.375,63.02,69.55,74.925,79.31,83.205,142.46762084960938,143.03380059392424,139.4749459081227,140.24333358553523,518200.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-10-17,AVB,AvalonBay Communities Inc,13.665,24.845,35.485,46.51,56.485,64.225,70.82,76.225,80.63,84.53,142.35440063476562,143.04999649517544,141.38380491697833,142.38674847724772,523400.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-10-18,AVB,AvalonBay Communities Inc,14.025,25.58,36.57,47.93,58.17,66.045,72.745,78.205,82.635,86.54,142.5970458984375,143.56764157027217,142.05513008451143,142.35439389503046,321500.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-10-19,AVB,AvalonBay Communities Inc,13.605,24.695,35.25,46.17,56.075,63.78,70.34,75.73,80.125,84.015,143.94778442382812,144.28749227047118,142.5889406954632,142.5889406954632,444300.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-10-22,AVB,AvalonBay Communities Inc,13.48,24.505,35.02,45.91,55.785,63.43,69.95,75.27,79.63,83.48,139.79849243164062,144.04485959674577,139.5720205035119,143.4867636517877,500500.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-10-23,AVB,AvalonBay Communities Inc,13.665,24.755,35.33,46.33,56.29,63.935,70.46,75.845,80.25,84.14,140.5021209716797,141.38374431751984,138.12415446017118,139.08666589023784,494300.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-10-24,AVB,AvalonBay Communities Inc,13.73,24.915,35.605,46.64,56.535,64.24,70.75,76.18,80.65,84.56,142.8962860107422,144.69189325965624,140.4131792649503,140.84994292521435,544900.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-10-25,AVB,AvalonBay Communities Inc,13.665,24.79,35.43,46.415,56.26,63.945,70.45,75.88,80.35,84.265,143.7132110595703,144.7404307780435,141.86907576414313,142.82350359137922,404400.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-10-26,AVB,AvalonBay Communities Inc,12.18,22.03,31.44,43.805,56.175,67.745,79.415,86.435,91.865,96.195,141.4566192626953,143.81840707602817,140.08969129230627,143.81840707602817,735500.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-10-29,AVB,AvalonBay Communities Inc,12.25,22.045,31.465,43.775,56.165,68.005,79.905,87.015,92.515,96.895,144.08526611328125,144.57057002812826,142.21686702216533,142.21686702216533,548900.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-10-30,AVB,AvalonBay Communities Inc,12.19,21.84,31.29,43.605,56.115,67.865,79.675,86.725,92.215,96.6,144.4654541015625,147.7088653069553,143.33309447274053,145.61399382273746,933400.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-10-31,AVB,AvalonBay Communities Inc,12.29,22.025,31.545,43.955,56.545,68.36,80.21,87.28,92.77,97.15,141.85292053222656,144.55441569647468,141.0602565072871,144.55441569647468,906300.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-01,AVB,AvalonBay Communities Inc,12.21,21.825,31.255,43.585,56.07,67.955,79.84,86.795,92.245,96.6,141.81248474121094,142.9610244466981,141.0521808543321,141.94998466984734,537300.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-02,AVB,AvalonBay Communities Inc,11.955,21.405,30.675,42.875,55.305,67.085,78.91,85.84,91.26,95.595,140.07347106933594,142.61321451324886,139.12713943981709,142.61321451324886,644000.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-05,AVB,AvalonBay Communities Inc,11.805,21.08,30.17,42.14,54.34,65.945,77.62,84.485,89.865,94.18,143.21981811523438,144.12570556278973,140.40507524583165,140.71243520487687,787100.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-06,AVB,AvalonBay Communities Inc,11.855,21.165,30.295,42.315,54.555,66.195,77.905,84.785,90.165,94.48,145.67872619628906,146.1801980668888,143.47870225679878,143.62429842871907,727100.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-07,AVB,AvalonBay Communities Inc,12.195,21.825,31.25,43.655,56.25,68.16,80.08,87.045,92.47,96.805,147.490478515625,147.76547835599015,145.81619082403833,146.30149482380665,570800.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-08,AVB,AvalonBay Communities Inc,12.01,21.44,30.68,42.84,55.21,66.95,78.74,85.655,91.055,95.38,147.37722778320312,147.79781137624929,145.92132827167984,147.41765949430174,313400.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-09,AVB,AvalonBay Communities Inc,12.095,21.71,31.015,43.395,56.02,67.86,79.59,86.51,91.975,96.29,147.63604736328125,148.16178302497508,146.60882766145392,147.31251962405304,359100.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-12,AVB,AvalonBay Communities Inc,12.37,22.11,31.505,44.035,56.73,68.67,80.52,87.47,92.98,97.365,149.02720642089844,149.58530214011893,147.66837540174376,147.66837540174376,565200.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-13,AVB,AvalonBay Communities Inc,11.76,20.955,29.815,41.645,53.675,65.14,76.61,83.42,88.855,93.21,150.40225219726562,150.64490417570576,148.50958898065872,149.69857256740232,675600.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-14,AVB,AvalonBay Communities Inc,11.76,20.945,29.795,41.625,53.655,65.12,76.595,83.405,88.84,93.2,150.054443359375,151.03312269357065,149.1728075269673,150.49930321209615,446300.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-15,AVB,AvalonBay Communities Inc,11.925,21.255,30.255,42.27,54.465,66.07,77.645,84.5,89.96,94.33,147.6927032470703,149.4397706928833,146.84342732183364,149.37506266277245,666100.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-16,AVB,AvalonBay Communities Inc,11.755,20.91,29.74,41.545,53.535,64.99,76.445,83.255,88.69,93.045,150.07061767578125,150.83901761039183,147.18309512677234,147.7330947201868,681700.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-19,AVB,AvalonBay Communities Inc,12.22,21.785,30.995,43.305,55.77,67.575,79.325,86.245,91.735,96.115,151.85816955566406,151.89861361378465,149.2860903708728,150.07064585780202,534700.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-20,AVB,AvalonBay Communities Inc,12.42,22.275,31.695,44.27,56.865,68.875,80.835,87.765,93.285,97.645,150.8713836669922,152.53757507882722,150.12725994625967,151.86624325275713,576200.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-21,AVB,AvalonBay Communities Inc,12.605,22.355,31.73,44.255,56.695,68.595,80.515,87.415,92.915,97.265,150.80661010742188,152.5456049999598,149.73086287834735,150.72573437354254,489100.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-23,AVB,AvalonBay Communities Inc,12.43,22.31,31.69,44.36,56.745,68.585,80.275,86.985,92.385,96.645,150.27285766601562,151.1221335411844,149.01108200772785,150.6125778895184,177000.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-26,AVB,AvalonBay Communities Inc,12.295,22.095,31.44,43.985,56.405,68.245,79.93,86.615,92.025,96.285,150.75816345214844,151.30007929418534,149.3265276653977,150.9765515007226,445400.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-27,AVB,AvalonBay Communities Inc,12.55,22.585,32.09,44.595,57.025,68.915,80.65,87.4,92.855,97.155,152.06039428710938,152.22215819565153,150.00596673085423,150.69346642760718,453100.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-28,AVB,AvalonBay Communities Inc,11.925,21.38,30.34,42.14,53.91,65.315,76.685,83.3,88.68,92.96,152.7154998779297,152.73167996642113,151.4132804446748,152.07652831311867,581900.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-29,AVB,AvalonBay Communities Inc,11.965,21.305,30.375,42.1,53.875,65.23,76.61,83.16,88.43,92.66,152.1169891357422,152.77214086128114,151.25961713624207,152.5375727485618,492700.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-11-30,AVB,AvalonBay Communities Inc,11.785,21.21,30.32,42.13,54.015,65.395,76.835,83.4,88.71,92.95,154.1390838623047,154.20377954628677,152.07656027969642,153.03907210769987,945900.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-03,AVB,AvalonBay Communities Inc,11.78,21.15,30.21,41.955,53.775,65.11,76.53,83.08,88.385,92.615,154.2523193359375,154.7457072318555,152.77215564818343,154.7457072318555,678800.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-04,AVB,AvalonBay Communities Inc,11.74,21.06,30.07,41.76,53.52,64.82,76.205,82.75,88.055,92.285,151.5103302001953,154.25226863080357,151.0978182154962,154.16329666761257,738300.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-06,AVB,AvalonBay Communities Inc,11.74,21.09,30.11,41.86,53.81,65.225,76.665,83.23,88.525,92.73,155.0287628173828,155.1177347936695,148.98678932881845,150.65298057401336,1463900.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-07,AVB,AvalonBay Communities Inc,11.745,21.09,30.105,41.865,53.805,65.225,76.665,83.23,88.525,92.725,152.5537109375,155.22285737735797,151.82576751835208,154.4625537865474,789100.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-10,AVB,AvalonBay Communities Inc,11.76,21.07,30.06,41.79,53.71,65.11,76.54,83.095,88.38,92.585,151.61549377441406,152.64271344899186,147.86251532668024,152.64271344899186,705800.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-11,AVB,AvalonBay Communities Inc,11.78,21.1,30.085,41.825,53.76,65.165,76.61,83.165,88.46,92.665,151.9956512451172,153.16037086521493,151.9956512451172,152.5213992540239,478900.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-12,AVB,AvalonBay Communities Inc,11.82,21.185,30.225,42.015,53.975,65.42,76.885,83.455,88.75,92.95,148.68753051757812,152.91771678532314,148.58237844888382,152.88536894822832,670600.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-13,AVB,AvalonBay Communities Inc,11.825,21.155,30.145,41.88,53.8,65.2,76.625,83.175,88.455,92.655,150.9280242919922,151.95523182916503,148.80887650669524,148.99491671353584,670800.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-14,AVB,AvalonBay Communities Inc,11.78,21.055,30.0,41.67,53.53,64.88,76.275,82.805,88.08,92.27,151.170654296875,151.8419861532989,150.4184466677671,150.96036247774444,675500.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-17,AVB,AvalonBay Communities Inc,11.83,21.105,30.05,41.725,53.59,64.94,76.335,82.865,88.14,92.33,145.48452758789062,152.0684159401262,144.95070814230723,151.48605623422608,856800.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-18,AVB,AvalonBay Communities Inc,11.895,21.225,30.225,41.965,53.89,65.295,76.74,83.29,88.57,92.765,147.13461303710938,148.04858468638415,146.0831291048528,146.41475314395902,729600.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-19,AVB,AvalonBay Communities Inc,11.85,21.115,30.055,41.73,53.59,64.95,76.355,82.895,88.175,92.37,146.22059631347656,148.26693956316754,145.58970856371056,147.4500239748276,646200.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-20,AVB,AvalonBay Communities Inc,11.725,20.875,29.695,41.23,52.955,64.225,75.565,82.08,87.35,91.55,145.9051513671875,148.09709072707852,144.85366767803453,146.71398307549094,668300.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-21,AVB,AvalonBay Communities Inc,11.85,21.125,30.105,41.75,53.555,64.98,76.455,83.07,88.39,92.595,143.1956024169922,150.65303395309812,143.1956024169922,146.17211039865728,1454200.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
2018-12-24,AVB,AvalonBay Communities Inc,11.99,21.36,30.485,42.17,54.015,65.455,76.95,83.555,88.87,93.095,136.56317138671875,143.62428257122733,136.06978344722407,143.31692250806162,628800.0,530.51,350.26,194.87,194.87,165.19,262.3,53.48,53.48,17943.75,6991.76,10282.41,282.19,141.44,146.24,56.47,1.19,138.17,2.88,66.02,36.73,36.73,31.15,0.04,31.14,9.9,5.66,7.04,530.51,194.87,194.87,165.19,1.19,138.08,38.96,40.45,67.94,3.89,84.03,119.01,-0.19
