Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-10-14,CLX,Clorox Co,13.4011,25.2997,37.5644,51.6471,65.1202,78.2181,87.5581,93.4172,97.9473,101.5576,191.497314453125,194.18263934056492,190.5438983911288,193.45663958285456,909900.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-10-15,CLX,Clorox Co,13.3618,25.3576,37.7212,51.9774,65.6322,78.694,88.0069,93.8764,98.4148,102.032,191.00747680664062,193.27295096079922,189.8353866607702,190.69258552226248,859600.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-10-16,CLX,Clorox Co,13.6144,25.8489,38.4621,53.0601,67.0515,80.3414,89.814,95.809,100.4438,104.1368,188.05101013183594,191.05121279681967,187.78859850578718,188.93444881449665,1373500.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-10-19,CLX,Clorox Co,12.7452,24.2787,36.1574,49.8082,62.8677,75.3536,84.2545,89.8473,94.1711,97.6168,185.87298583984375,189.45049092877437,185.76802654234803,188.45333756214117,1074300.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-10-20,CLX,Clorox Co,13.1284,24.9836,37.1915,51.2748,64.7594,77.6016,86.7522,92.5251,96.9869,100.5416,184.21986389160156,187.7361481979984,183.8699905667154,187.53495835671762,763500.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-10-21,CLX,Clorox Co,13.3184,25.3396,37.7018,51.9976,65.6904,78.7064,87.9769,93.8399,98.369,101.9764,184.86709594726562,186.4327966854544,183.68625042722442,183.6949925866795,1121500.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-10-22,CLX,Clorox Co,13.2084,25.1489,37.4346,51.6062,65.1687,78.0102,87.1543,92.9276,97.3879,100.94,183.47633361816406,184.98956817767527,180.23121706706561,182.87280424256616,1272200.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-10-23,CLX,Clorox Co,13.4209,25.5485,38.0091,52.4166,66.2077,79.2385,88.5118,94.3793,98.9113,102.52,184.68344116210938,185.0770519660975,182.96028777769743,183.16146426030275,791600.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-10-26,CLX,Clorox Co,13.056,24.8882,37.0444,51.0509,64.4466,77.137,86.1679,91.8664,96.267,99.77,186.07418823242188,187.49994784073158,183.4413564941047,184.3947725041773,1114500.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-10-27,CLX,Clorox Co,13.6282,25.9449,38.5773,53.2204,67.2453,80.4597,89.8602,95.8196,100.4214,104.085,187.342529296875,190.36024353290418,187.20258797106888,187.77113547671402,1323600.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-10-28,CLX,Clorox Co,13.4015,25.5263,37.9688,52.3611,66.1419,79.1496,88.4036,94.2582,98.7797,102.38,183.581298828125,188.26967242673103,183.28389188566788,186.56400363804687,1119000.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-10-29,CLX,Clorox Co,13.9313,26.5033,39.3822,54.3567,68.7104,82.2028,91.7986,97.9,102.6101,106.36,182.5753936767578,185.62808921592804,181.54325823036194,183.9749133922466,1226700.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-10-30,CLX,Clorox Co,13.1255,25.021,37.221,51.3014,64.7696,77.5227,86.5933,92.3259,96.7513,100.275,181.28085327148438,185.03329545936901,179.20782679576422,181.57824688423221,2251400.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-11-02,CLX,Clorox Co,13.4158,25.5662,37.9974,52.3993,66.1851,79.2104,88.4629,94.3292,98.8568,102.46,188.96067810058594,194.0426624760811,185.64558433864977,188.0597418006346,4067000.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-11-03,CLX,Clorox Co,13.0208,24.8429,36.9491,50.9206,64.2819,76.9441,85.9439,91.6256,96.0093,99.5,186.6132049560547,191.2290792835896,185.24163301667753,189.9014707352424,1904800.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-11-04,CLX,Clorox Co,12.9561,24.7218,36.7552,50.6389,63.9141,76.5148,85.4673,91.1142,95.4718,98.94,187.21981811523438,191.83569129000549,187.00880194043557,188.15178274305072,1554500.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-11-05,CLX,Clorox Co,12.971,24.7516,36.8069,50.7131,64.0144,76.6212,85.582,91.2292,95.5899,99.06,187.2550048828125,190.06848716372417,187.2550048828125,189.48821608585052,1080600.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-11-06,CLX,Clorox Co,12.7488,24.3504,36.2113,49.8705,62.9301,75.3428,84.1659,89.7221,94.0116,97.425,191.73899841308594,191.79174910868116,186.79781982812446,186.79781982812446,1078200.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-11-09,CLX,Clorox Co,13.0833,24.9703,37.111,51.1459,64.572,77.2997,86.3378,92.0548,96.4656,99.975,171.3676300048828,183.75575392789924,169.9169186349536,178.8673254914558,4941900.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
2020-11-10,CLX,Clorox Co,12.886,24.6104,36.571,50.3853,63.5903,76.1417,85.0515,90.6853,95.029,98.485,174.18988037109375,177.777075244811,169.60038203381887,173.20516494464877,2428300.0,1916.0,920.0,466.0,517.0,417.0,860.0,860.0,6777.0,2781.0,1115.0,383.0,51.0,69.0,-12.0,174.0,2.06,3.22,128.73,48.02,26.98,24.32,27.45,20.72,21.76,5.16,138.26,18.94,33.26,1916.0,466.0,517.0,417.0,3.22,126.04,41.04,67.96,212.13,18.64,294.33,0.66,33.98,26476.59,2781.0,0.0,196.0,860.0,28593.59,1.17,20.38,23.87,6.54,156.15,0.79,138.26,0.52,72.07,1.41,1.06,0.09,11.49,31.85,3.28,111.7,7.37,49.67,-30.17
