Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Income from Operations - Company Reported,Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP Adjusted EBITDA - Company Reported,Non-GAAP EPS Diluted - Company Reported,Non-GAAP Operating Margin % - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2019-07-23,APD,Air Products   Chemicals Inc,7.79,13.165,19.56,28.055,37.55,49.39,57.71,63.095,67.25,70.53,201.06175231933594,201.42195530168848,198.14500632379188,199.16411131539613,939000.0,2224.0,680.0,484.7,742.7,341.4,2923.3,2935.6,19142.0,3767.9,10882.9,655.2,258.0,402.3,132.0,10.3,2.75,1.5,221.0,455.0,347.5,794.9,1.86,20.5,30.58,33.39,21.79,21.99,30.2,15.35,2.61,15.76,9.1,12.5,2224.0,484.7,742.7,341.4,1.5,219.63,19.68,25.17,33.63,12.15,137.38,0.27,72.79,35151.97,3767.9,320.5,2935.6,36304.77,0.48,22.93,10.97,1.74,19.04,0.83,15.76,0.42,6.61,2.21,2.03,0.15,7.15,51.22,3.79,96.51,14.74,24.83,-20.46
2019-07-24,APD,Air Products   Chemicals Inc,7.65,12.925,19.2,27.54,36.87,48.495,56.67,61.955,66.03,69.25,197.5476531982422,200.78066002432968,197.3016641312746,199.92849223151975,1106400.0,2224.0,680.0,484.7,742.7,341.4,2923.3,2935.6,19142.0,3767.9,10882.9,655.2,258.0,402.3,132.0,10.3,2.75,1.5,221.0,455.0,347.5,794.9,1.86,20.5,30.58,33.39,21.79,21.99,30.2,15.35,2.61,15.76,9.1,12.5,2224.0,484.7,742.7,341.4,1.5,219.63,19.68,25.17,33.63,12.15,137.38,0.27,72.79,35151.97,3767.9,320.5,2935.6,36304.77,0.48,22.93,10.97,1.74,19.04,0.83,15.76,0.42,6.61,2.21,2.03,0.15,7.15,51.22,3.79,96.51,14.74,24.83,-20.46
2019-07-25,APD,Air Products   Chemicals Inc,7.58,12.805,19.01,27.085,36.06,46.9,54.52,59.51,63.36,66.4,199.99876403808594,200.16568806384606,192.90898375187604,196.79211221460568,1292400.0,2224.0,680.0,484.7,742.7,341.4,2923.3,2935.6,19142.0,3767.9,10882.9,655.2,258.0,402.3,132.0,10.3,2.75,1.5,221.0,455.0,347.5,794.9,1.86,20.5,30.58,33.39,21.79,21.99,30.2,15.35,2.61,15.76,9.1,12.5,2224.0,484.7,742.7,341.4,1.5,219.63,19.68,25.17,33.63,12.15,137.38,0.27,72.79,35151.97,3767.9,320.5,2935.6,36304.77,0.48,22.93,10.97,1.74,19.04,0.83,15.76,0.42,6.61,2.21,2.03,0.15,7.15,51.22,3.79,96.51,14.74,24.83,-20.46
2019-07-26,APD,Air Products   Chemicals Inc,8.02,13.55,20.12,28.61,38.02,49.265,57.17,62.365,66.37,69.54,202.54647827148438,202.58161381324746,198.64577627139923,200.0602197731347,2272400.0,2224.0,680.0,484.7,742.7,341.4,2923.3,2935.6,19142.0,3767.9,10882.9,655.2,258.0,402.3,132.0,10.3,2.75,1.5,221.0,455.0,347.5,794.9,1.86,20.5,30.58,33.39,21.79,21.99,30.2,15.35,2.61,15.76,9.1,12.5,2224.0,484.7,742.7,341.4,1.5,219.63,19.68,25.17,33.63,12.15,137.38,0.27,72.79,35151.97,3767.9,320.5,2935.6,36304.77,0.48,22.93,10.97,1.74,19.04,0.83,15.76,0.42,6.61,2.21,2.03,0.15,7.15,51.22,3.79,96.51,14.74,24.83,-20.46
2019-07-29,APD,Air Products   Chemicals Inc,7.8,13.17,19.545,27.775,36.9,48.425,56.53,61.765,65.81,69.005,203.10877990722656,203.75888809555647,201.18478354418917,202.64315680813692,921600.0,2224.0,680.0,484.7,742.7,341.4,2923.3,2935.6,19142.0,3767.9,10882.9,655.2,258.0,402.3,132.0,10.3,2.75,1.5,221.0,455.0,347.5,794.9,1.86,20.5,30.58,33.39,21.79,21.99,30.2,15.35,2.61,15.76,9.1,12.5,2224.0,484.7,742.7,341.4,1.5,219.63,19.68,25.17,33.63,12.15,137.38,0.27,72.79,35151.97,3767.9,320.5,2935.6,36304.77,0.48,22.93,10.97,1.74,19.04,0.83,15.76,0.42,6.61,2.21,2.03,0.15,7.15,51.22,3.79,96.51,14.74,24.83,-20.46
2019-07-30,APD,Air Products   Chemicals Inc,7.575,12.785,18.965,27.25,36.53,48.36,56.665,61.88,65.9,69.075,203.6534423828125,204.23327940101473,201.40439220900612,202.3532127645925,968200.0,2224.0,680.0,484.7,742.7,341.4,2923.3,2935.6,19142.0,3767.9,10882.9,655.2,258.0,402.3,132.0,10.3,2.75,1.5,221.0,455.0,347.5,794.9,1.86,20.5,30.58,33.39,21.79,21.99,30.2,15.35,2.61,15.76,9.1,12.5,2224.0,484.7,742.7,341.4,1.5,219.63,19.68,25.17,33.63,12.15,137.38,0.27,72.79,35151.97,3767.9,320.5,2935.6,36304.77,0.48,22.93,10.97,1.74,19.04,0.83,15.76,0.42,6.61,2.21,2.03,0.15,7.15,51.22,3.79,96.51,14.74,24.83,-20.46
2019-07-31,APD,Air Products   Chemicals Inc,7.635,12.885,19.115,27.505,36.9,48.995,57.485,62.815,66.92,70.165,200.54347229003906,203.4689995929378,198.03085809449658,202.8628074393553,2174000.0,2224.0,680.0,484.7,742.7,341.4,2923.3,2935.6,19142.0,3767.9,10882.9,655.2,258.0,402.3,132.0,10.3,2.75,1.5,221.0,455.0,347.5,794.9,1.86,20.5,30.58,33.39,21.79,21.99,30.2,15.35,2.61,15.76,9.1,12.5,2224.0,484.7,742.7,341.4,1.5,219.63,19.68,25.17,33.63,12.15,137.38,0.27,72.79,35151.97,3767.9,320.5,2935.6,36304.77,0.48,22.93,10.97,1.74,19.04,0.83,15.76,0.42,6.61,2.21,2.03,0.15,7.15,51.22,3.79,96.51,14.74,24.83,-20.46
2019-08-01,APD,Air Products   Chemicals Inc,7.515,12.675,18.785,27.07,36.38,48.1,56.33,61.485,65.46,68.595,198.87425231933594,202.8101044839622,198.10993004967045,198.7776127928518,1486600.0,2224.0,680.0,484.7,742.7,341.4,2923.3,2935.6,19142.0,3767.9,10882.9,655.2,258.0,402.3,132.0,10.3,2.75,1.5,221.0,455.0,347.5,794.9,1.86,20.5,30.58,33.39,21.79,21.99,30.2,15.35,2.61,15.76,9.1,12.5,2224.0,484.7,742.7,341.4,1.5,219.63,19.68,25.17,33.63,12.15,137.38,0.27,72.79,35151.97,3767.9,320.5,2935.6,36304.77,0.48,22.93,10.97,1.74,19.04,0.83,15.76,0.42,6.61,2.21,2.03,0.15,7.15,51.22,3.79,96.51,14.74,24.83,-20.46
2019-08-02,APD,Air Products   Chemicals Inc,7.73,13.045,19.36,27.845,37.36,49.285,57.66,62.905,66.95,70.145,195.77304077148438,197.72339257832274,193.91932850121555,197.69703755974933,1011000.0,2224.0,680.0,484.7,742.7,341.4,2923.3,2935.6,19142.0,3767.9,10882.9,655.2,258.0,402.3,132.0,10.3,2.75,1.5,221.0,455.0,347.5,794.9,1.86,20.5,30.58,33.39,21.79,21.99,30.2,15.35,2.61,15.76,9.1,12.5,2224.0,484.7,742.7,341.4,1.5,219.63,19.68,25.17,33.63,12.15,137.38,0.27,72.79,35151.97,3767.9,320.5,2935.6,36304.77,0.48,22.93,10.97,1.74,19.04,0.83,15.76,0.42,6.61,2.21,2.03,0.15,7.15,51.22,3.79,96.51,14.74,24.83,-20.46
2019-08-05,APD,Air Products   Chemicals Inc,7.905,13.33,19.765,28.45,38.18,50.395,58.97,64.34,68.485,71.755,193.33070373535156,195.46555400021117,191.17829239568042,194.23559508797007,1369700.0,2224.0,680.0,484.7,742.7,341.4,2923.3,2935.6,19142.0,3767.9,10882.9,655.2,258.0,402.3,132.0,10.3,2.75,1.5,221.0,455.0,347.5,794.9,1.86,20.5,30.58,33.39,21.79,21.99,30.2,15.35,2.61,15.76,9.1,12.5,2224.0,484.7,742.7,341.4,1.5,219.63,19.68,25.17,33.63,12.15,137.38,0.27,72.79,35151.97,3767.9,320.5,2935.6,36304.77,0.48,22.93,10.97,1.74,19.04,0.83,15.76,0.42,6.61,2.21,2.03,0.15,7.15,51.22,3.79,96.51,14.74,24.83,-20.46
2019-08-06,APD,Air Products   Chemicals Inc,8.015,13.515,20.05,28.84,38.69,51.02,59.67,65.095,69.28,72.585,194.52548217773438,194.9911052874305,191.52967054335102,194.15649858545058,851000.0,2224.0,680.0,484.7,742.7,341.4,2923.3,2935.6,19142.0,3767.9,10882.9,655.2,258.0,402.3,132.0,10.3,2.75,1.5,221.0,455.0,347.5,794.9,1.86,20.5,30.58,33.39,21.79,21.99,30.2,15.35,2.61,15.76,9.1,12.5,2224.0,484.7,742.7,341.4,1.5,219.63,19.68,25.17,33.63,12.15,137.38,0.27,72.79,35151.97,3767.9,320.5,2935.6,36304.77,0.48,22.93,10.97,1.74,19.04,0.83,15.76,0.42,6.61,2.21,2.03,0.15,7.15,51.22,3.79,96.51,14.74,24.83,-20.46
2019-08-07,APD,Air Products   Chemicals Inc,7.555,12.745,18.885,27.19,36.52,48.205,56.42,61.55,65.505,68.625,196.3264617919922,196.78330431390253,191.96891687196356,193.40093499340347,1030600.0,2224.0,680.0,484.7,742.7,341.4,2923.3,2935.6,19142.0,3767.9,10882.9,655.2,258.0,402.3,132.0,10.3,2.75,1.5,221.0,455.0,347.5,794.9,1.86,20.5,30.58,33.39,21.79,21.99,30.2,15.35,2.61,15.76,9.1,12.5,2224.0,484.7,742.7,341.4,1.5,219.63,19.68,25.17,33.63,12.15,137.38,0.27,72.79,35151.97,3767.9,320.5,2935.6,36304.77,0.48,22.93,10.97,1.74,19.04,0.83,15.76,0.42,6.61,2.21,2.03,0.15,7.15,51.22,3.79,96.51,14.74,24.83,-20.46
