Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2021-01-15,BWA,BorgWarner Inc,11.1989,19.0665,27.4999,39.5216,53.2383,68.0588,78.3962,84.7355,89.5682,93.3739,32.071041107177734,32.69418155852361,31.58914510470138,32.50308443334199,5268768.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-01-19,BWA,BorgWarner Inc,11.9158,19.5998,27.5923,39.8967,53.8939,67.9498,77.7662,83.918,88.6283,92.3573,32.65263748168945,32.85204457799875,31.8882490132702,32.37014859588994,2696978.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-01-20,BWA,BorgWarner Inc,11.2703,18.6426,26.2845,38.9127,52.4644,66.7439,76.7055,82.8461,87.5612,91.3038,33.965389251708984,33.9986219658294,32.86034929979929,33.24254351473782,2571222.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-01-21,BWA,BorgWarner Inc,9.5077,16.6532,25.0517,36.537,50.413,64.8923,75.0011,81.4048,86.3149,90.2067,36.225318908691406,36.474575070819306,33.98200624851871,33.99031622746063,5209355.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-01-22,BWA,BorgWarner Inc,10.2297,17.3531,24.4308,36.4605,51.6116,66.6356,77.1397,84.1536,89.444,93.5764,35.56062698364258,36.10068192222686,35.23659186018584,36.00098019212874,2497496.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-01-25,BWA,BorgWarner Inc,9.7136,16.8769,24.5204,36.7545,51.5764,66.6085,77.1116,84.1413,89.4399,93.5784,36.150543212890625,36.21701224898535,35.07042947750142,35.36953833967211,2493406.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-01-26,BWA,BorgWarner Inc,9.7676,17.0556,26.2238,37.0736,48.9228,63.7988,74.1473,80.4437,85.3387,89.2571,36.52443313598633,37.13926731425946,36.09238973535572,36.599212163343275,3610662.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-01-27,BWA,BorgWarner Inc,11.4087,18.7804,26.5566,38.1106,51.481,66.5235,77.0028,83.5964,88.6742,92.7059,37.30543518066406,38.618188841261016,36.16716230292767,36.433038467384044,8995530.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-01-28,BWA,BorgWarner Inc,10.87,17.5808,25.4792,36.9153,50.1268,64.8539,75.1311,81.9019,87.1201,91.2635,35.23659133911133,37.430050971895014,34.92917617564219,37.21403115996194,3508763.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-01-29,BWA,BorgWarner Inc,10.7296,17.8572,25.0294,37.0615,51.6051,66.4433,76.8038,83.7659,89.0893,93.2887,34.88764190673828,36.17546911403072,34.58853304818463,35.02888635641208,3106960.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-02-01,BWA,BorgWarner Inc,11.0062,17.5101,25.6073,36.9836,50.8422,64.9177,74.7253,81.0661,86.0047,89.9625,34.9624137878418,35.327988006582906,34.463897925133374,35.07042189757642,3540571.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-02-02,BWA,BorgWarner Inc,10.4914,17.269,25.1765,36.7382,51.0182,65.1192,74.9556,82.1918,87.697,92.0273,34.34757995605469,35.34460448389242,34.31434364482054,35.27813906244487,2276090.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-02-03,BWA,BorgWarner Inc,10.9237,17.5422,25.9552,37.1375,50.3954,63.6212,72.8188,79.2022,84.1674,88.1477,35.47754669189453,35.55232570056558,34.08170786847625,34.41405301727403,2663693.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-02-04,BWA,BorgWarner Inc,12.4991,18.216,26.7116,37.1644,50.9043,63.6547,72.4856,78.1462,82.6017,86.212,35.48584747314453,35.97604968960683,35.161812387245675,35.760029899517455,2312328.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-02-05,BWA,BorgWarner Inc,10.277,16.5105,23.403,34.6011,48.1077,62.2235,72.0636,79.7144,85.6806,90.4513,35.80988693237305,35.99267765766385,35.21997926550328,35.90128229501845,2114210.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-02-08,BWA,BorgWarner Inc,10.0122,16.0024,23.3849,34.893,48.6818,62.3286,71.8326,78.2759,83.2166,87.1286,36.09238052368164,36.283477633027736,35.52739917451044,35.942826107649445,2771840.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-02-09,BWA,BorgWarner Inc,7.6012,14.7151,22.4381,33.9729,48.6171,62.092,71.4655,77.7568,82.595,86.4388,35.65202331542969,35.99267480317102,35.40276718308541,35.876353114437464,1669806.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-02-10,BWA,BorgWarner Inc,10.0411,16.9829,24.9726,35.1707,49.182,62.0977,71.0449,76.8621,81.3613,84.9594,36.30009460449219,36.85676958472668,35.70187693024084,36.000985767366515,3187389.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-02-11,BWA,BorgWarner Inc,9.9009,16.4534,23.7861,34.8004,48.645,62.2239,71.6645,78.0451,82.9835,86.9229,35.593868255615234,38.011658050711176,34.6383827074969,37.80394458383997,4500264.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
2021-02-12,BWA,BorgWarner Inc,11.5646,17.4496,24.7193,35.4544,48.2503,61.919,71.4108,77.2957,81.7959,85.3529,34.88764190673828,35.6021777352214,34.18141605785819,35.37784789156171,3055954.0,3926.0,734.0,383.0,612.0,385.0,1650.0,1650.0,16029.0,3787.0,6428.0,376.0,220.0,165.0,-471.0,154.0,1.76,1.52,235.9,18.7,15.59,9.76,15.18,35.4,9.81,8.75,8.98,4.41,6.27,3926.0,383.0,612.0,385.0,1.52,238.93,23.63,36.03,56.32,16.65,873.17,0.89,11.45,9448.2,3787.0,0.0,296.0,1650.0,11881.2,0.79,9.48,7.49,2.22,16.67,0.59,8.98,0.71,6.36,1.62,1.28,0.15,4.19,87.31,3.86,94.89,7.92,46.19,38.61
