Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Income from Operations - Company Reported,Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Non-GAAP Operating Margin % - Company Reported,Non-GAAP Free Cash Flow - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-12-23,MMM,3M Co,8.5664,13.0804,20.1671,28.9176,36.968,43.4518,48.6108,52.8551,56.6451,60.6071,122.67594146728516,123.95916837300018,122.65478767865012,123.59957970074052,2108070.0,8350.0,4047.0,1909.0,2390.0,1434.0,4121.0,4561.0,45390.0,19598.0,11880.0,2480.0,481.0,355.0,-98.0,1265.0,3.65,2.46,582.4,1909.0,1430.0,2.45,22.9,2112.0,48.47,28.62,22.86,21.87,21.41,17.17,6.78,44.4,11.41,17.56,8350.0,1909.0,2390.0,1434.0,2.46,576.82,43.18,62.14,164.1,14.91,168.83,0.41,59.23,92395.33,19598.0,63.0,4561.0,107495.33,0.72,19.79,14.27,3.87,55.28,0.8,44.4,0.33,14.57,1.9,1.37,0.15,6.58,55.65,7.75,47.25,4.16,88.08,96.48
2020-12-24,MMM,3M Co,8.4951,12.9957,20.0665,28.8683,36.9803,43.4869,48.6521,52.8937,56.6735,60.6128,123.04963684082031,123.24000807772767,122.27404936695572,122.9791242096441,784815.0,8350.0,4047.0,1909.0,2390.0,1434.0,4121.0,4561.0,45390.0,19598.0,11880.0,2480.0,481.0,355.0,-98.0,1265.0,3.65,2.46,582.4,1909.0,1430.0,2.45,22.9,2112.0,48.47,28.62,22.86,21.87,21.41,17.17,6.78,44.4,11.41,17.56,8350.0,1909.0,2390.0,1434.0,2.46,576.82,43.18,62.14,164.1,14.91,168.83,0.41,59.23,92395.33,19598.0,63.0,4561.0,107495.33,0.72,19.79,14.27,3.87,55.28,0.8,44.4,0.33,14.57,1.9,1.37,0.15,6.58,55.65,7.75,47.25,4.16,88.08,96.48
2020-12-28,MMM,3M Co,7.1036,11.7765,19.4077,28.8284,37.4868,44.0561,49.1228,53.1899,56.7015,60.1795,123.18363952636719,124.37521332432013,122.9580118977607,123.60667685432247,1677988.0,8350.0,4047.0,1909.0,2390.0,1434.0,4121.0,4561.0,45390.0,19598.0,11880.0,2480.0,481.0,355.0,-98.0,1265.0,3.65,2.46,582.4,1909.0,1430.0,2.45,22.9,2112.0,48.47,28.62,22.86,21.87,21.41,17.17,6.78,44.4,11.41,17.56,8350.0,1909.0,2390.0,1434.0,2.46,576.82,43.18,62.14,164.1,14.91,168.83,0.41,59.23,92395.33,19598.0,63.0,4561.0,107495.33,0.72,19.79,14.27,3.87,55.28,0.8,44.4,0.33,14.57,1.9,1.37,0.15,6.58,55.65,7.75,47.25,4.16,88.08,96.48
2020-12-29,MMM,3M Co,8.2209,12.6784,19.706,28.5012,36.6123,43.1134,48.2723,52.5074,56.2799,60.2107,122.57723999023438,123.8393261414151,122.08369012531274,123.77586476712113,1457804.0,8350.0,4047.0,1909.0,2390.0,1434.0,4121.0,4561.0,45390.0,19598.0,11880.0,2480.0,481.0,355.0,-98.0,1265.0,3.65,2.46,582.4,1909.0,1430.0,2.45,22.9,2112.0,48.47,28.62,22.86,21.87,21.41,17.17,6.78,44.4,11.41,17.56,8350.0,1909.0,2390.0,1434.0,2.46,576.82,43.18,62.14,164.1,14.91,168.83,0.41,59.23,92395.33,19598.0,63.0,4561.0,107495.33,0.72,19.79,14.27,3.87,55.28,0.8,44.4,0.33,14.57,1.9,1.37,0.15,6.58,55.65,7.75,47.25,4.16,88.08,96.48
2020-12-30,MMM,3M Co,8.1956,12.6797,19.759,28.6176,36.7852,43.3062,48.4699,52.7039,56.4675,60.3779,122.76055908203125,123.33167284468068,122.2458554294518,122.59839288284977,1697244.0,8350.0,4047.0,1909.0,2390.0,1434.0,4121.0,4561.0,45390.0,19598.0,11880.0,2480.0,481.0,355.0,-98.0,1265.0,3.65,2.46,582.4,1909.0,1430.0,2.45,22.9,2112.0,48.47,28.62,22.86,21.87,21.41,17.17,6.78,44.4,11.41,17.56,8350.0,1909.0,2390.0,1434.0,2.46,576.82,43.18,62.14,164.1,14.91,168.83,0.41,59.23,92395.33,19598.0,63.0,4561.0,107495.33,0.72,19.79,14.27,3.87,55.28,0.8,44.4,0.33,14.57,1.9,1.37,0.15,6.58,55.65,7.75,47.25,4.16,88.08,96.48
2020-12-31,MMM,3M Co,8.1421,12.6202,19.6962,28.575,36.7652,43.3188,48.512,52.7737,56.5666,60.5173,123.2400131225586,123.29641036253973,122.10483691776373,122.76760420887676,2202195.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-04,MMM,3M Co,7.1012,11.7805,19.4045,28.8312,37.4923,44.0644,49.1305,53.1983,56.7104,60.1948,121.18118286132812,124.23416109994587,120.2504804502155,123.38807384769288,3583455.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-05,MMM,3M Co,8.1582,12.7051,19.8972,28.7415,36.8582,43.3765,48.5504,52.8002,56.5917,60.5545,120.97671508789062,122.15419890340792,120.32099904331888,121.27990655488914,2745179.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-06,MMM,3M Co,8.2294,12.8201,20.0789,29.0793,37.3525,43.9699,49.2112,53.509,57.3339,61.3183,122.81694793701172,123.78994496371075,121.30104229665572,121.78048954746681,4002294.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-07,MMM,3M Co,7.8908,12.4268,19.6367,28.508,36.6451,43.1712,48.3449,52.5914,56.3755,60.3255,119.66529083251953,122.30227057787843,117.15522097277659,120.96262047941622,7012626.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-08,MMM,3M Co,7.7353,12.2511,19.4466,28.3612,36.547,43.1166,48.3285,52.6071,56.4228,60.4084,117.47954559326172,119.5383730191232,116.06234455151689,119.27748913387373,5750488.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-11,MMM,3M Co,7.7187,12.2262,19.4008,28.3341,36.5415,43.1286,48.354,52.6434,56.4717,60.4719,116.47832489013672,117.84616686981559,116.33731250814449,117.11288704273532,3272974.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-12,MMM,3M Co,7.7384,12.3544,19.7263,28.7296,36.9613,43.5748,48.8227,53.1318,56.9804,61.0062,117.40199279785156,117.87438884891506,115.6886515786823,116.97189146037304,3527124.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-13,MMM,3M Co,7.776,12.3969,19.7677,28.7695,36.9988,43.61,48.8555,53.1634,57.009,61.0334,117.23980712890625,118.2692142217329,117.07764096317422,117.93783062796452,2509208.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-14,MMM,3M Co,7.7233,12.3179,19.6478,28.5912,36.7652,43.3347,48.5478,52.8302,56.6542,60.6574,117.33148193359375,118.00130050481468,116.49949716725415,117.93785199984522,3462898.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-15,MMM,3M Co,7.7481,12.36,19.7156,28.6872,36.8841,43.4722,48.6983,52.9898,56.8218,60.8346,116.72511291503906,117.22571397686842,115.19509181081065,116.78151015071566,4246637.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-19,MMM,3M Co,7.1754,11.8406,19.3794,28.6985,37.2375,43.7941,48.8761,52.9743,56.5423,60.1337,119.24221801757812,119.54540944668999,117.60645374234689,117.93078609231054,4668227.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-20,MMM,3M Co,7.5376,12.0415,19.2204,28.0455,36.1218,42.6412,47.8248,52.0886,55.904,59.9149,120.01782989501953,120.27164966962373,118.75574368433053,119.18584506250752,3196071.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-21,MMM,3M Co,7.4506,11.9764,19.2072,28.0788,36.1939,42.7382,47.9394,52.2156,56.0416,60.0627,120.3350830078125,120.91324793100299,119.43258574416089,120.01780192985129,3215087.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-22,MMM,3M Co,7.5728,12.1087,19.3366,28.2169,36.341,42.9035,48.1236,52.4164,56.2611,60.3054,119.18585205078125,120.00373440296266,117.91671450153545,120.00373440296266,2809763.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-25,MMM,3M Co,7.6484,12.1998,19.4373,28.3536,36.5115,43.1003,48.3387,52.6468,56.5051,60.567,120.1376953125,121.61835792808702,118.61473797693388,119.07303157033073,4010308.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-26,MMM,3M Co,7.8052,12.345,19.5351,28.4503,36.6205,43.2137,48.4549,52.7655,56.6243,60.6831,124.05787658691406,124.68538746613193,121.32923107022651,122.52786846447398,6158084.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-27,MMM,3M Co,7.8208,12.3957,19.6451,28.5513,36.6948,43.2686,48.4941,52.7917,56.639,60.6893,131.60218811035156,132.0393278205234,124.91102838806324,125.0167844672409,9684012.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-28,MMM,3M Co,8.0413,12.7803,20.2963,29.3283,37.5423,44.1743,49.4463,53.7829,57.6662,61.7543,129.32481384277344,131.5528459899461,128.7325462691994,130.4388363499948,4967825.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-01-29,MMM,3M Co,7.8282,12.5595,20.092,29.0495,37.1732,43.7394,48.9616,53.2585,57.108,61.1652,123.85345458984375,129.01460762842157,123.29644323405341,128.52809605822054,5043771.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-02-01,MMM,3M Co,7.7385,12.5385,20.2061,29.1612,37.2418,43.7827,48.9871,53.2712,57.1114,61.1652,123.17655944824219,124.87578536263369,122.66185578923195,124.07200562044243,3073361.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-02-02,MMM,3M Co,7.702,12.4482,20.0198,28.9778,37.0876,43.6467,48.8648,53.1576,57.0059,61.0664,123.40218353271484,125.17192203550445,123.28231205070995,124.26942462499129,3401902.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-02-03,MMM,3M Co,7.3861,12.0472,19.5094,28.4092,36.4781,42.9956,48.1756,52.4354,56.2509,60.2731,123.72653198242188,125.1084768984866,122.36574086004437,123.65601933679771,3437543.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-02-04,MMM,3M Co,7.3647,12.0271,19.4913,28.5007,36.6914,43.2652,48.4742,52.7464,56.5622,60.5647,124.86874389648438,125.00270505281574,123.74768292776182,123.94509259642341,2192268.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-02-05,MMM,3M Co,7.169,11.7968,19.2253,28.2132,36.3872,42.9466,48.1418,52.4021,56.2062,60.1959,126.21540069580078,126.37051559048334,124.58667500073473,125.22123710327843,2179590.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
2021-02-08,MMM,3M Co,7.1788,11.7957,19.196,28.2214,36.4406,43.0323,48.2494,52.5251,56.3416,60.3435,127.44931030273438,127.52686133399374,126.32823660943701,126.41989016770157,2816700.0,8583.0,4246.0,1986.0,2484.0,1390.0,4634.0,5038.0,47344.0,18795.0,12867.0,2515.0,498.0,323.0,513.0,1245.0,3.36,2.38,584.0,1849.0,1389.0,2.38,22.9,2093.0,49.47,28.94,23.14,19.92,18.48,16.19,6.5,46.96,11.71,18.62,8583.0,1986.0,2484.0,1390.0,2.38,577.75,39.7,59.24,145.35,15.16,163.8,0.39,61.05,100822.7,18795.0,64.0,5038.0,114643.7,0.7,20.85,14.59,3.99,58.21,0.8,46.96,0.37,17.41,1.89,1.35,0.15,6.66,54.97,6.89,53.12,3.94,92.87,94.73
