Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2017-04-18,NKE,NIKE Inc,8.075,11.735,16.915,22.195,27.875,31.12,32.49,34.095,35.425,36.51,51.30984878540039,51.59332637731391,51.02636770513296,51.22754805166816,5651100.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-04-19,NKE,NIKE Inc,7.97,11.555,16.575,21.85,27.385,30.57,31.93,33.545,34.885,35.985,51.08122634887695,51.410429221454336,50.971493220802245,51.35556091324036,5947700.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-04-20,NKE,NIKE Inc,8.015,11.62,16.7,21.98,27.56,30.765,32.13,33.735,35.07,36.165,51.575035095214844,51.84022322018252,51.0995201815072,51.17267444373339,6867100.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-04-21,NKE,NIKE Inc,7.99,11.585,16.615,21.895,27.435,30.615,31.975,33.575,34.915,36.01,51.07207107543945,51.556732326830144,50.91661612818296,51.47443162288476,6055600.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-04-24,NKE,NIKE Inc,8.01,11.61,16.66,21.935,27.485,30.67,32.025,33.63,34.96,36.06,50.72459411621094,51.40128584977021,50.72459411621094,51.33727456384848,10777700.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-04-25,NKE,NIKE Inc,7.99,11.575,16.585,21.86,27.37,30.54,31.89,33.495,34.825,35.925,50.70631408691406,50.998938159235415,50.669735205785365,50.77946836081735,8971000.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-04-26,NKE,NIKE Inc,8.02,11.625,16.67,21.945,27.485,30.665,32.015,33.615,34.945,36.035,50.44111633300781,51.06294328360128,50.40453745630145,50.71545093159818,10936000.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-04-27,NKE,NIKE Inc,8.015,11.61,16.65,21.92,27.455,30.63,31.98,33.58,34.91,36.005,50.72459411621094,50.81603781371243,50.21250034048364,50.4594025097618,8558000.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-04-28,NKE,NIKE Inc,8.05,11.67,16.76,22.025,27.605,30.8,32.155,33.755,35.075,36.17,50.66973114013672,50.77946428636391,50.42282894486018,50.68802057923356,6437700.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-01,NKE,NIKE Inc,8.015,11.61,16.635,21.9,27.42,30.59,31.935,33.53,34.86,35.955,50.28565979003906,50.706306394139446,50.27651332696747,50.688016956349834,4881400.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-02,NKE,NIKE Inc,8.025,11.615,16.65,21.915,27.43,30.595,31.94,33.54,34.865,35.96,50.35881042480469,50.4411111447519,50.102765290903704,50.40453227180796,7363600.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-03,NKE,NIKE Inc,8.04,11.64,16.695,21.955,27.5,30.675,32.02,33.615,34.945,36.035,49.86500549316406,50.56913309110382,49.7461293900851,50.45025349967158,9474700.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-04,NKE,NIKE Inc,8.265,12.03,17.33,22.765,27.95,30.775,31.87,33.565,35.075,36.305,49.810142517089844,50.139345405028,49.56324035113622,50.002176372269304,6830600.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-05,NKE,NIKE Inc,7.87,11.81,17.25,23.045,28.23,30.705,31.685,33.245,34.615,35.815,49.33462905883789,49.83757637967769,48.97799374930336,49.75527565529638,13379900.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-08,NKE,NIKE Inc,7.695,11.535,16.84,22.505,27.555,29.985,30.97,32.525,33.895,35.105,49.654685974121094,49.8467198367519,49.22489639895027,49.54495283666828,8728100.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-09,NKE,NIKE Inc,7.66,11.475,16.71,22.37,27.365,29.78,30.755,32.31,33.68,34.895,50.19422149658203,50.36796944219843,49.526672596548266,49.68213110113377,6441200.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-10,NKE,NIKE Inc,7.72,11.585,16.92,22.585,27.665,30.1,31.09,32.635,34.0,35.21,49.89243698120117,50.349662381910434,49.84671165044787,50.21249336635647,5823000.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-11,NKE,NIKE Inc,7.775,11.68,17.105,22.775,27.92,30.385,31.375,32.92,34.28,35.48,49.59982681274414,49.85587199215309,48.83168778616335,49.85587199215309,6499600.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-12,NKE,NIKE Inc,7.42,11.21,16.565,22.245,27.37,29.76,30.925,32.52,33.89,35.06,49.56324005126953,49.73698446847308,49.188315317464635,49.4717928671992,5606300.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-15,NKE,NIKE Inc,7.47,11.265,16.57,22.34,27.425,29.8,30.95,32.55,33.925,35.095,49.17003631591797,49.56325056998808,49.087735576964825,49.49009280720568,8201700.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-16,NKE,NIKE Inc,7.47,11.255,16.56,22.325,27.405,29.775,30.925,32.525,33.895,35.065,48.26472091674805,48.813393589900656,47.6611834181277,47.889796159852885,14562700.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-17,NKE,NIKE Inc,7.49,11.3,16.645,22.415,27.525,29.91,31.06,32.66,34.03,35.2,47.368568420410156,48.347030862506806,47.368568420410156,48.26473012025782,18341500.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-18,NKE,NIKE Inc,7.46,11.245,16.54,22.305,27.385,29.75,30.9,32.505,33.88,35.055,47.258827209472656,47.6246089990123,46.91133485824536,47.524018832471214,22576500.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-19,NKE,NIKE Inc,7.51,11.33,16.705,22.475,27.61,30.005,31.155,32.755,34.13,35.3,47.34112548828125,47.65203894679725,46.46325342483143,46.63699784727874,20047800.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-22,NKE,NIKE Inc,7.52,11.34,16.71,22.475,27.61,29.995,31.14,32.74,34.11,35.28,47.158241271972656,47.51487663016152,47.00278626490736,47.34113218314371,13671500.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-23,NKE,NIKE Inc,7.49,11.29,16.61,22.37,27.46,29.83,30.97,32.57,33.94,35.11,47.73434066772461,48.12755485842361,47.44171664046306,47.53316034084971,11087300.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-24,NKE,NIKE Inc,7.545,11.39,16.81,22.57,27.735,30.125,31.275,32.87,34.235,35.395,47.56059646606445,47.82578810158263,47.3136977580759,47.78006624782008,9383600.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-25,NKE,NIKE Inc,7.545,11.385,16.79,22.555,27.715,30.105,31.26,32.85,34.22,35.38,47.871498107910156,48.09096783535052,47.74347555371702,47.89893400406081,7627500.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-26,NKE,NIKE Inc,7.59,11.465,16.95,22.715,27.935,30.34,31.495,33.085,34.445,35.61,48.09097671508789,48.246431705782626,47.76177380731831,47.871506947123635,5921300.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-30,NKE,NIKE Inc,7.505,11.3,16.62,22.365,27.43,29.795,30.905,32.435,33.84,35.01,48.39274597167969,48.48419316606401,48.13670080411116,48.24643394901856,8039600.0,8408.0,3639.0,1143.0,1318.0,1141.0,4021.0,6160.0,23152.0,3501.0,12722.0,1114.0,175.0,263.0,-318.0,552.0,1.19,0.68,1686.3,43.28,15.68,13.59,15.74,13.76,13.57,3.44,32.6,18.48,27.04,8408.0,1143.0,1318.0,1141.0,0.68,1323.0,15.12,21.58,27.52,45.72,479.13,0.79,20.87,94569.91,3501.0,0.0,6160.0,91910.91,1.53,14.17,21.71,1.76,38.29,0.85,32.6,0.78,25.41,3.07,2.14,0.47,9.5,38.54,10.43,35.11,4.0,91.53,94.97
2017-05-31,NKE,NIKE Inc,7.07,10.635,15.58,21.035,25.76,28.03,29.14,30.675,32.09,33.285,48.45676803588867,48.72195621858152,48.20071934147743,48.48420045415069,8938800.0,8677.0,3744.0,1079.0,1267.0,1008.0,3808.0,6179.0,23259.0,4172.0,12407.0,962.0,188.0,329.0,-213.0,334.0,1.32,0.6,1678.8,43.15,14.6,12.44,13.46,13.7,11.62,3.06,34.38,19.0,27.93,8677.0,1079.0,1267.0,1008.0,0.6,1314.0,17.94,25.16,33.63,41.5,426.18,0.77,23.46,87670.74,4172.0,0.0,6179.0,85663.74,1.53,14.26,21.89,1.81,39.62,0.87,34.38,0.78,26.92,2.93,2.01,0.46,9.9,36.96,9.14,40.03,3.92,93.43,90.36
2017-06-01,NKE,NIKE Inc,7.145,10.75,15.795,21.28,26.085,28.38,29.49,31.025,32.44,33.625,47.988800048828125,48.90636794077606,47.906218798543065,48.68615360684504,13352100.0,8677.0,3744.0,1079.0,1267.0,1008.0,3808.0,6179.0,23259.0,4172.0,12407.0,962.0,188.0,329.0,-213.0,334.0,1.32,0.6,1678.8,43.15,14.6,12.44,13.46,13.7,11.62,3.06,34.38,19.0,27.93,8677.0,1079.0,1267.0,1008.0,0.6,1314.0,17.94,25.16,33.63,41.5,426.18,0.77,23.46,87670.74,4172.0,0.0,6179.0,85663.74,1.53,14.26,21.89,1.81,39.62,0.87,34.38,0.78,26.92,2.93,2.01,0.46,9.9,36.96,9.14,40.03,3.92,93.43,90.36
2017-06-02,NKE,NIKE Inc,7.1,10.68,15.67,21.125,25.885,28.17,29.27,30.805,32.22,33.41,48.612735748291016,48.64026165888616,48.04384476111936,48.35581791542181,18511200.0,8677.0,3744.0,1079.0,1267.0,1008.0,3808.0,6179.0,23259.0,4172.0,12407.0,962.0,188.0,329.0,-213.0,334.0,1.32,0.6,1678.8,43.15,14.6,12.44,13.46,13.7,11.62,3.06,34.38,19.0,27.93,8677.0,1079.0,1267.0,1008.0,0.6,1314.0,17.94,25.16,33.63,41.5,426.18,0.77,23.46,87670.74,4172.0,0.0,6179.0,85663.74,1.53,14.26,21.89,1.81,39.62,0.87,34.38,0.78,26.92,2.93,2.01,0.46,9.9,36.96,9.14,40.03,3.92,93.43,90.36
