Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-10-09,ABBV,AbbVie Inc,22.1892,32.7566,44.8376,56.6529,66.6192,74.865,80.5086,84.6234,86.9128,88.6641,72.9980239868164,73.83038460856075,72.7066990392874,72.7566449948692,6005800.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-12,ABBV,AbbVie Inc,22.1846,32.7702,44.9187,56.8379,66.7787,75.0735,80.8234,84.988,87.3023,89.0586,73.51407623291016,73.74713614773665,72.68171576544043,73.38922089270841,7314900.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-13,ABBV,AbbVie Inc,22.1426,32.5594,44.6374,56.4106,66.1899,74.6215,80.3505,84.536,86.8676,88.6285,73.1062240600586,73.91361475914634,72.80657377275992,73.25604920370793,7851700.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-14,ABBV,AbbVie Inc,22.57,32.9941,45.1679,57.018,66.8205,75.1613,80.8464,85.0283,87.3513,89.1014,72.61688232421875,73.49432654831197,72.47345561254912,73.2580928027651,5863900.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-15,ABBV,AbbVie Inc,22.4865,33.1226,45.6203,57.5123,67.6717,75.9669,81.6105,85.7507,88.0219,89.7271,71.90818786621094,72.33846804178141,71.68038642089724,72.06005335079092,6190900.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-16,ABBV,AbbVie Inc,22.6282,33.0151,45.0462,57.157,67.0704,75.5549,81.351,85.6128,87.9859,89.7689,72.78562927246094,73.5280856495413,72.35534907598506,72.46502720583206,5358500.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-19,ABBV,AbbVie Inc,21.8608,32.8929,45.3746,57.2092,66.9412,75.0328,80.5856,84.6898,86.9686,88.6869,71.13197326660156,73.22434116595873,70.98010780264107,73.0555981855101,10288000.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-20,ABBV,AbbVie Inc,22.3849,32.9225,45.0778,57.3144,66.9168,75.2123,80.8878,85.1431,87.5094,89.2877,71.08135986328125,71.57070489443329,70.38109091562094,71.03074018312314,6932100.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-21,ABBV,AbbVie Inc,22.7481,32.7912,44.8496,57.2156,67.2072,75.4068,81.0346,85.2744,87.6327,89.4031,69.9339370727539,70.98855671305589,69.65551594286119,70.51608917400458,9776900.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-22,ABBV,AbbVie Inc,22.4868,32.9404,45.1111,57.2742,67.1107,75.3962,81.0737,85.3307,87.6969,89.4653,71.13197326660156,71.62131825457277,69.95923690925142,70.04360518103246,8080100.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-23,ABBV,AbbVie Inc,22.4093,33.1546,45.323,57.4088,67.2878,75.3907,80.9539,85.1255,87.4401,89.1651,71.15729522705078,71.84069314974231,70.81982208243352,71.41040652240136,4238700.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-26,ABBV,AbbVie Inc,22.8441,33.4588,45.872,58.2681,68.3831,76.2392,81.6656,85.8127,88.0987,89.802,70.80294799804688,71.14042759592446,69.86644517145834,70.94637473515627,7986300.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-27,ABBV,AbbVie Inc,23.2589,34.0382,46.5522,58.9687,69.0598,77.1284,82.6941,86.9366,89.2733,91.0017,69.78205871582031,71.0897894033397,69.75674887902345,70.87042675628969,6705600.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-28,ABBV,AbbVie Inc,23.5204,34.374,47.0602,59.9568,70.427,78.0161,83.3005,87.3464,89.5363,91.1525,67.90904235839844,69.36019950653152,67.69811850400433,68.63462093246498,11480200.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-29,ABBV,AbbVie Inc,21.7045,31.7063,43.3993,55.2926,64.9506,72.176,77.3447,81.3867,83.6712,85.4059,68.0609130859375,68.651503786318,66.7447501919287,67.91748639864386,8876700.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-10-30,ABBV,AbbVie Inc,22.3094,31.7662,43.4861,55.4576,65.2457,72.1883,77.2296,81.1823,83.417,85.1233,71.79851531982422,72.67595977346693,70.02675532782325,70.1954919225325,18089100.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-02,ABBV,AbbVie Inc,21.4215,31.6449,43.5206,55.5396,65.0533,72.198,77.3497,81.3987,83.6989,85.4487,74.45614624023438,74.7008187680112,72.55783089699894,72.58314073834009,10781400.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-03,ABBV,AbbVie Inc,21.1576,30.5089,41.942,53.4159,62.667,69.7862,74.9229,78.9896,81.3313,83.1286,74.21147155761719,75.41795664265022,73.7643138752076,75.20703272174856,8518800.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-04,ABBV,AbbVie Inc,20.3515,29.2066,40.1053,51.3812,60.0995,67.5611,72.8542,76.9986,79.4217,81.2918,79.72923278808594,82.25188078508447,78.18526832257501,78.58180627745463,25849000.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-05,ABBV,AbbVie Inc,19.2574,28.1248,38.8535,49.7359,58.2713,65.6707,70.8954,75.0205,77.4653,79.363,79.04584503173828,80.58980313083082,78.46369299167371,80.45481517824132,8013000.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-06,ABBV,AbbVie Inc,19.132,27.5735,38.1525,48.6102,57.0004,64.5716,69.8817,74.0644,76.5554,78.4914,78.33714294433594,79.01210206605228,77.37533037986684,78.446827502825,7006900.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-09,ABBV,AbbVie Inc,18.4886,26.3302,36.4031,46.4618,54.8496,62.1504,67.3406,71.2721,73.6673,75.566,80.25232696533203,81.79628500544646,79.8726600870981,80.7754141123541,11028900.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-10,ABBV,AbbVie Inc,18.9321,26.6706,36.9416,47.1876,55.4928,62.7059,67.8514,71.7351,74.0826,75.9345,83.41619110107422,83.63554733516926,80.68261256483162,81.00322103093308,12267200.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-11,ABBV,AbbVie Inc,19.0461,26.8903,37.1777,47.5003,55.8808,63.263,68.495,72.4099,74.7691,76.6258,82.80873107910156,84.25988865756963,82.48812260574083,83.65242674687256,9476500.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-12,ABBV,AbbVie Inc,19.4093,27.59,38.1402,48.8143,57.307,64.1717,69.1248,72.8437,75.0763,76.8484,82.34468841552734,82.47124404158738,81.23101049259466,82.26032014378282,7646600.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-13,ABBV,AbbVie Inc,19.9072,28.3564,39.0716,49.7215,58.3897,65.536,70.6378,74.4489,76.719,78.5177,83.55961608886719,83.98990266311982,82.1759557686105,82.18439452725107,6888600.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-16,ABBV,AbbVie Inc,19.2268,27.5111,37.9088,48.4873,57.0247,64.3686,69.5774,73.6234,76.0406,77.9334,82.98590087890625,84.8251575698244,82.960591040458,84.33581257020245,8611300.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-17,ABBV,AbbVie Inc,19.5575,28.0932,38.7997,49.043,57.773,64.2843,69.0714,72.6788,74.8412,76.5706,83.70304870605469,84.58893175608836,83.30651070150414,83.83804310627926,11593500.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-18,ABBV,AbbVie Inc,19.7458,28.2608,38.9499,49.5475,58.3226,64.7783,69.5362,73.1196,75.2621,76.9765,83.28961944580078,84.61422110194935,83.2558708539191,84.3695486384715,8880600.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-19,ABBV,AbbVie Inc,19.4798,28.4545,39.1057,49.6656,57.9389,64.4525,69.2279,72.8271,74.956,76.6465,84.09112548828125,84.49610214388709,83.1799328408323,83.32336596197773,7550300.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-20,ABBV,AbbVie Inc,20.5286,29.7159,40.7981,51.3667,59.6931,66.172,70.9337,74.467,76.5259,78.1588,85.0782699584961,85.9135333229014,83.20527094097714,84.32738131227194,9682500.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
2020-11-23,ABBV,AbbVie Inc,20.0758,29.1533,40.379,50.9993,59.5146,66.0861,70.9134,74.4608,76.5432,78.203,86.20882415771484,86.69816919309564,85.2723214453743,86.0063389984455,7541500.0,12902.0,7852.0,3311.0,5603.0,2313.0,7890.0,7950.0,149621.0,87059.0,15270.0,5830.0,2292.0,217.0,1873.0,3513.0,5.39,1.29,1774.0,60.86,43.43,25.66,19.38,7.48,17.93,10.95,207.95,7.06,14.49,12902.0,3311.0,5603.0,2313.0,1.29,1765.29,58.19,85.06,569.42,5.26,108.94,0.08,91.79,154581.74,87059.0,19.0,7950.0,233709.74,0.39,19.63,7.63,29.6,225.94,0.93,207.95,-0.05,-11.22,0.95,0.81,-0.01,5.83,62.78,0.81,451.04,4.72,77.51,-310.75
