Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-07-15,ABBV,AbbVie Inc,15.2427,23.072,32.7189,43.2343,50.5677,58.8591,64.2848,68.9032,71.6438,73.4781,83.63558959960938,83.63558959960938,82.2538680592065,83.2360537474426,5661600.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-07-16,ABBV,AbbVie Inc,20.176,30.5455,43.3115,57.2042,66.8748,76.9298,82.9861,87.865,90.4464,91.9586,83.1694564819336,83.42749254542483,82.24553585393816,82.97801713042112,4269200.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-07-17,ABBV,AbbVie Inc,20.1313,30.1559,42.6874,56.4694,66.7091,76.6584,82.662,87.5092,90.0914,91.6203,83.92691802978516,84.3014777471603,83.16946686079058,83.47744255869065,6890900.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-07-20,ABBV,AbbVie Inc,19.9544,29.3635,41.6495,55.3036,65.4155,75.7477,81.9694,86.9537,89.6103,91.1779,82.85315704345703,84.27649260089,82.62009714171212,83.86863777283642,4823300.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-07-21,ABBV,AbbVie Inc,19.528,28.9967,40.8576,54.2982,64.1655,74.4515,80.6961,85.7636,88.5131,90.168,81.0719223022461,83.07790801119977,80.88047657339133,83.07790801119977,8239000.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-07-22,ABBV,AbbVie Inc,18.7228,28.4771,40.2825,53.3946,62.9339,72.9203,79.0613,84.0178,86.724,88.3674,81.32162475585938,81.80439540822417,80.68070991423569,81.40486589278287,4441800.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-07-23,ABBV,AbbVie Inc,18.965,28.6046,40.3161,53.3279,62.8124,73.0345,79.2898,84.4315,87.2366,88.9356,81.59630584716797,82.33710624812527,81.11353519136898,81.77110080521784,5127200.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-07-24,ABBV,AbbVie Inc,18.9832,28.1025,39.7995,52.8279,62.609,73.0509,79.3022,84.4659,87.2589,88.9331,80.83053588867188,81.7294868331289,80.28950024522605,81.61295686074453,5169400.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-07-27,ABBV,AbbVie Inc,18.7499,28.3001,39.8941,53.0219,62.8021,73.135,79.363,84.4586,87.2099,88.8578,80.87215423583984,81.47977388223624,80.12302846937227,80.19793787081551,5030700.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-07-28,ABBV,AbbVie Inc,18.8431,28.5926,40.3122,53.4783,63.1658,73.3776,79.5361,84.5858,87.3017,88.924,80.49759674072266,81.25504797139713,80.28950658070102,80.73898208839668,5941800.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-07-29,ABBV,AbbVie Inc,18.9395,28.4852,40.0418,53.237,63.083,73.1482,79.2109,84.1093,86.7288,88.2825,80.74730682373047,81.07192696272178,80.43933110322769,80.63077684308783,5512000.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-07-30,ABBV,AbbVie Inc,18.6993,28.4804,40.2478,53.3953,62.954,72.9846,79.0623,83.8621,86.4289,87.9544,79.93991088867188,80.5225607546797,79.41552600926484,80.16464545115853,6411500.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-07-31,ABBV,AbbVie Inc,18.7632,28.1494,39.5065,52.6747,62.9146,72.9641,78.976,83.807,86.3315,87.8006,78.99933624267578,80.94705671860969,77.86732548130333,79.52372105917956,14613000.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-08-03,ABBV,AbbVie Inc,18.5029,27.5788,39.1437,51.9352,61.6166,71.738,77.9101,82.7969,85.3644,86.8675,79.856689453125,80.88048958178088,79.12420795577555,79.23241891356125,6919000.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-08-04,ABBV,AbbVie Inc,18.3773,27.2457,38.3117,51.1702,60.9984,71.1591,77.2877,82.3163,84.9911,86.5761,78.48326873779297,79.9315741638132,78.2918230373206,79.84001400494462,7865100.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-08-05,ABBV,AbbVie Inc,17.7462,26.509,37.4947,49.9384,59.6708,69.7609,75.8914,81.0539,83.8439,85.5246,77.61762237548828,78.90778378623565,77.51773682194163,78.6331032767877,6918900.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-08-06,ABBV,AbbVie Inc,17.5645,26.2649,36.5513,48.8941,58.577,68.7897,74.9229,80.0639,82.8368,84.5076,77.0516128540039,77.95056373703706,76.3940472831041,77.67588324215357,7269300.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-08-07,ABBV,AbbVie Inc,17.3112,25.8003,35.8888,47.9479,57.4308,67.9712,74.2711,79.5364,82.3786,84.0871,77.34294891357422,77.40953928867307,76.7436482384999,77.15150952317462,5226600.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
2020-08-10,ABBV,AbbVie Inc,17.2916,25.958,36.2756,48.3646,57.9684,68.6095,74.8843,79.9975,82.7341,84.3656,76.89347076416016,77.96721671169179,76.70203138034103,77.1015609163855,7623600.0,10425.0,6714.0,1619.0,3174.0,-739.0,6017.0,6040.0,149530.0,87432.0,14708.0,3089.0,1555.0,177.0,-35125.0,1160.0,4.7,-0.46,1647.0,64.4,30.45,15.53,-6.65,2.84,-7.09,9.43,224.88,6.73,13.85,10425.0,1619.0,3174.0,-739.0,-0.46,1764.28,58.47,85.58,593.48,2.56,-35.91,0.41,58.54,173026.76,87432.0,24.0,6040.0,254442.76,0.35,20.65,7.24,33.52,242.62,0.93,224.88,-0.04,-9.93,0.86,0.7,-0.02,5.24,69.89,0.64,575.84,3.25,112.69,-393.26
