Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-12-29,AMZN,Amazon.com Inc,13.7803,18.0242,23.5612,29.3802,35.4956,38.9934,41.4717,43.3006,44.6864,45.7545,166.10000610351562,167.53250122070312,164.06100463867188,165.4969940185547,97458000.0,96145.0,39039.0,9694.0,16217.0,6331.0,29930.0,68402.0,282179.0,60834.0,82775.0,11964.0,6523.0,9808.0,-7640.0,901.0,0.0,12.37,512.0,40.6,16.87,10.08,7.08,8.36,6.58,1.54,24.95,7.22,15.08,96145.0,9694.0,16217.0,6331.0,12.37,502.0,21.56,42.36,73.49,22.65,1.0,0.0,1577166.27,60834.0,0.0,68402.0,1569598.27,1.45,5.88,8.5,3.46,29.39,0.85,24.95,1.0,24.95,1.11,0.88,0.04,18.7,19.58,4.43,82.59,9.81,37.29,-25.72
2020-12-30,AMZN,Amazon.com Inc,13.7816,18.0259,23.5638,29.3832,35.4993,39.0011,41.4797,43.3084,44.6926,45.7575,164.29249572753906,167.10499572753906,164.12350463867188,167.0500030517578,64186000.0,96145.0,39039.0,9694.0,16217.0,6331.0,29930.0,68402.0,282179.0,60834.0,82775.0,11964.0,6523.0,9808.0,-7640.0,901.0,0.0,12.37,512.0,40.6,16.87,10.08,7.08,8.36,6.58,1.54,24.95,7.22,15.08,96145.0,9694.0,16217.0,6331.0,12.37,502.0,21.56,42.36,73.49,22.65,1.0,0.0,1577166.27,60834.0,0.0,68402.0,1569598.27,1.45,5.88,8.5,3.46,29.39,0.85,24.95,1.0,24.95,1.11,0.88,0.04,18.7,19.58,4.43,82.59,9.81,37.29,-25.72
2020-12-31,AMZN,Amazon.com Inc,13.7946,18.0416,23.5819,29.4031,35.5201,39.0267,41.5093,43.3419,44.7307,45.8023,162.84649658203125,164.14599609375,162.05999755859375,163.75,59144000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-04,AMZN,Amazon.com Inc,13.8035,18.0507,23.589,29.4046,35.5155,39.028,41.5135,43.3481,44.7388,45.8125,159.3314971923828,163.60000610351562,157.2010040283203,163.5,88228000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-05,AMZN,Amazon.com Inc,13.8047,18.0526,23.593,29.4104,35.5238,39.0428,41.5308,43.3656,44.7552,45.826,160.92550659179688,161.16900634765625,158.2530059814453,158.30050659179688,53110000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-06,AMZN,Amazon.com Inc,13.799,18.0435,23.577,29.3853,35.4871,38.9824,41.4547,43.2777,44.6585,45.723,156.91900634765625,159.87550354003906,156.55799865722656,157.32400512695312,87896000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-07,AMZN,Amazon.com Inc,13.8098,18.0573,23.594,29.4042,35.5062,39.0193,41.5009,43.3301,44.7148,45.7814,158.10800170898438,160.427001953125,157.75,157.85000610351562,70290000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-08,AMZN,Amazon.com Inc,13.81,18.0559,23.5885,29.3917,35.4824,38.9688,41.4331,43.2492,44.6245,45.6843,159.13499450683594,159.53199768066406,157.11000061035156,159.0,70754000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-11,AMZN,Amazon.com Inc,13.8292,18.079,23.6159,29.421,35.5119,39.0265,41.5074,43.3353,44.7201,45.7869,155.7104949951172,157.81900024414062,155.5,157.40049743652344,73668000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-12,AMZN,Amazon.com Inc,13.9786,18.2396,23.7393,29.5583,35.7724,39.2955,41.7697,43.5722,44.9387,45.9933,156.04150390625,157.10699462890625,154.3000030517578,156.0,70292000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-13,AMZN,Amazon.com Inc,13.9794,18.2256,23.73,29.5162,35.6546,39.1543,41.6464,43.4689,44.8504,45.9182,158.29449462890625,159.49749755859375,156.10400390625,156.4219970703125,66424000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-14,AMZN,Amazon.com Inc,13.9036,18.1199,23.5719,29.3597,35.4266,38.894,41.3397,43.2004,44.609,45.6962,156.37350463867188,158.89999389648438,156.0294952392578,158.37600708007812,61418000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-15,AMZN,Amazon.com Inc,14.0243,18.2892,23.7229,29.4603,35.5992,38.9563,41.3492,43.2154,44.6218,45.7061,155.21249389648438,157.12750244140625,154.7584991455078,156.1510009765625,84880000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-19,AMZN,Amazon.com Inc,14.0133,18.1645,23.5487,29.3139,35.3678,38.8036,41.2382,43.1063,44.5114,45.5946,156.03799438476562,157.25,154.8000030517578,155.35000610351562,66102000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-20,AMZN,Amazon.com Inc,13.6601,17.7783,23.1884,28.8372,34.7631,38.2682,40.7448,42.621,44.0348,45.1244,163.16900634765625,163.99000549316406,158.75,159.09950256347656,106196000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-21,AMZN,Amazon.com Inc,13.6804,17.7445,23.1307,28.7809,34.6731,38.0811,40.4994,42.3389,43.7292,44.811,165.34950256347656,167.42750549316406,164.47850036621094,164.64999389648438,98722000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-22,AMZN,Amazon.com Inc,13.9017,17.7896,23.1676,28.9707,35.0487,38.3934,40.7688,42.5998,43.9859,45.0635,164.6114959716797,166.0955047607422,164.1580047607422,165.2154998779297,56438000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-25,AMZN,Amazon.com Inc,13.8553,17.9973,23.5143,29.332,35.3789,38.7272,41.1055,42.9127,44.2788,45.3414,164.6999969482422,168.1945037841797,162.15750122070312,166.4250030517578,74996000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-26,AMZN,Amazon.com Inc,13.6373,17.6532,22.9973,28.7781,34.7338,38.2225,40.6852,42.4681,43.807,44.8405,166.30650329589844,166.89999389648438,164.14349365234375,164.8179931640625,59104000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-27,AMZN,Amazon.com Inc,13.959,18.1074,23.5712,29.4837,35.561,38.8506,41.2038,42.9079,44.1971,45.1956,161.62899780273438,167.3260040283203,160.35400390625,167.07449340820312,93204000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-28,AMZN,Amazon.com Inc,11.5156,14.9315,19.4268,24.2893,29.285,32.2493,34.5292,36.2861,37.6861,38.8223,161.88099670410156,165.08399963378906,161.4344940185547,161.7519989013672,62984000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-01-29,AMZN,Amazon.com Inc,11.6711,15.0608,19.5919,24.6256,29.8098,32.716,34.9417,36.6675,38.0455,39.1654,160.30999755859375,161.84950256347656,159.2274932861328,161.5,85872000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-02-01,AMZN,Amazon.com Inc,11.5047,14.8493,19.3249,24.1844,29.1179,31.9953,34.1942,35.9115,37.2819,38.3929,167.1439971923828,167.51300048828125,161.75149536132812,162.1179962158203,83204000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-02-02,AMZN,Amazon.com Inc,11.2469,14.5838,19.0013,23.8103,28.6348,31.539,33.7383,35.4451,36.8115,37.9225,169.0,171.38699340820312,168.05650329589844,169.0,141972000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-02-03,AMZN,Amazon.com Inc,11.2588,14.6483,19.0464,23.8388,28.6187,31.6659,33.9687,35.758,37.1806,38.3316,165.62649536132812,171.6999969482422,165.43099975585938,171.25050354003906,141776000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-02-04,AMZN,Amazon.com Inc,10.9925,14.3862,18.8074,23.4878,28.2002,31.3903,33.7728,35.5982,37.0419,38.2054,166.5500030517578,167.35000610351562,163.8874969482422,166.5,73414000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-02-05,AMZN,Amazon.com Inc,11.0264,14.0376,18.2466,22.8789,27.4876,30.4147,32.6565,34.4094,35.8119,36.9583,167.6074981689453,168.85000610351562,165.135498046875,165.9499969482422,72416000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-02-08,AMZN,Amazon.com Inc,10.7494,13.848,18.1105,22.7571,27.397,30.3523,32.5996,34.3468,35.7428,36.8768,166.14700317382812,168.25,165.1999969482422,167.9250030517578,65148000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-02-09,AMZN,Amazon.com Inc,10.7315,13.7303,17.9261,22.4977,27.2014,30.0729,32.268,33.9642,35.3206,36.4263,165.25,166.89999389648438,164.89199829101562,165.62449645996094,44070000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-02-10,AMZN,Amazon.com Inc,10.7246,13.9442,18.1397,22.7139,27.5048,30.5242,32.7784,34.5441,35.9422,37.0761,164.32899475097656,165.8975067138672,162.6999969482422,165.6999969482422,63032000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-02-11,AMZN,Amazon.com Inc,10.8019,13.8589,18.0588,22.6892,27.4625,30.3868,32.5915,34.3087,35.6747,36.7846,163.10650634765625,164.60000610351562,162.4029998779297,164.60000610351562,46028000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-02-12,AMZN,Amazon.com Inc,10.7307,13.8511,18.0695,22.7608,27.5353,30.5641,32.8258,34.581,35.9724,37.1031,163.885498046875,164.0124969482422,161.66549682617188,162.5,46706000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
2021-02-16,AMZN,Amazon.com Inc,10.762,13.7978,17.9566,22.478,27.1967,30.039,32.1761,33.8366,35.1601,36.2366,163.44749450683594,165.4149932861328,162.67950439453125,162.70249938964844,51494000.0,125555.0,46271.0,10873.0,18491.0,7222.0,42122.0,84396.0,321195.0,61405.0,93404.0,30431.0,7618.0,13194.0,12175.0,15608.0,0.0,14.08,513.0,36.85,14.73,8.66,6.18,7.28,5.75,1.56,27.44,7.81,16.97,125555.0,10873.0,18491.0,7222.0,14.08,503.0,19.12,39.67,65.74,26.26,1.0,0.0,1634168.48,61405.0,0.0,84396.0,1611177.48,1.41,6.26,8.85,3.51,31.1,0.88,27.44,1.0,27.44,1.05,0.86,0.02,17.22,21.26,3.9,93.91,10.53,34.74,-37.91
