Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2017-03-23,AMZN,Amazon.com Inc,10.285,16.46,25.85,34.215,41.62,49.88,55.805,61.98,68.135,73.415,42.36899948120117,42.544498443603516,42.2400016784668,42.40999984741211,39060000.0,32714.0,11454.0,575.0,2659.0,252.0,13656.0,18347.0,70897.0,18988.0,17782.0,4486.0,2084.0,1841.0,1135.0,2645.0,0.0,0.52,485.0,35.01,8.13,1.76,1.5,46.64,0.77,1.95,13.93,3.31,7.18,32714.0,575.0,2659.0,252.0,0.52,475.0,26.78,51.64,106.78,4.87,1.0,0.0,396946.52,18988.0,0.0,18347.0,397587.52,2.01,2.86,5.76,4.21,24.26,0.6,13.93,1.0,13.93,1.06,0.74,0.03,21.32,17.17,5.05,72.52,8.53,42.93,-12.42
2017-03-24,AMZN,Amazon.com Inc,10.3,16.455,25.87,34.235,41.46,49.8,55.76,61.955,68.135,73.485,42.28049850463867,42.59000015258789,42.17649841308594,42.58399963378906,42766000.0,32714.0,11454.0,575.0,2659.0,252.0,13656.0,18347.0,70897.0,18988.0,17782.0,4486.0,2084.0,1841.0,1135.0,2645.0,0.0,0.52,485.0,35.01,8.13,1.76,1.5,46.64,0.77,1.95,13.93,3.31,7.18,32714.0,575.0,2659.0,252.0,0.52,475.0,26.78,51.64,106.78,4.87,1.0,0.0,396946.52,18988.0,0.0,18347.0,397587.52,2.01,2.86,5.76,4.21,24.26,0.6,13.93,1.0,13.93,1.06,0.74,0.03,21.32,17.17,5.05,72.52,8.53,42.93,-12.42
2017-03-27,AMZN,Amazon.com Inc,10.215,16.435,25.885,34.275,41.49,49.88,55.88,62.115,68.325,73.715,42.340999603271484,42.51499938964844,41.67499923706055,41.903499603271484,55116000.0,32714.0,11454.0,575.0,2659.0,252.0,13656.0,18347.0,70897.0,18988.0,17782.0,4486.0,2084.0,1841.0,1135.0,2645.0,0.0,0.52,485.0,35.01,8.13,1.76,1.5,46.64,0.77,1.95,13.93,3.31,7.18,32714.0,575.0,2659.0,252.0,0.52,475.0,26.78,51.64,106.78,4.87,1.0,0.0,396946.52,18988.0,0.0,18347.0,397587.52,2.01,2.86,5.76,4.21,24.26,0.6,13.93,1.0,13.93,1.06,0.74,0.03,21.32,17.17,5.05,72.52,8.53,42.93,-12.42
2017-03-28,AMZN,Amazon.com Inc,10.275,16.445,25.785,34.225,41.49,49.86,55.84,62.045,68.235,73.625,42.79999923706055,42.92300033569336,42.505001068115234,42.587501525878906,60832000.0,32714.0,11454.0,575.0,2659.0,252.0,13656.0,18347.0,70897.0,18988.0,17782.0,4486.0,2084.0,1841.0,1135.0,2645.0,0.0,0.52,485.0,35.01,8.13,1.76,1.5,46.64,0.77,1.95,13.93,3.31,7.18,32714.0,575.0,2659.0,252.0,0.52,475.0,26.78,51.64,106.78,4.87,1.0,0.0,396946.52,18988.0,0.0,18347.0,397587.52,2.01,2.86,5.76,4.21,24.26,0.6,13.93,1.0,13.93,1.06,0.74,0.03,21.32,17.17,5.05,72.52,8.53,42.93,-12.42
2017-03-29,AMZN,Amazon.com Inc,10.545,16.795,26.015,34.395,41.37,49.57,55.415,61.555,67.685,73.045,43.715999603271484,43.821998596191406,42.95100021362305,42.95249938964844,89716000.0,32714.0,11454.0,575.0,2659.0,252.0,13656.0,18347.0,70897.0,18988.0,17782.0,4486.0,2084.0,1841.0,1135.0,2645.0,0.0,0.52,485.0,35.01,8.13,1.76,1.5,46.64,0.77,1.95,13.93,3.31,7.18,32714.0,575.0,2659.0,252.0,0.52,475.0,26.78,51.64,106.78,4.87,1.0,0.0,396946.52,18988.0,0.0,18347.0,397587.52,2.01,2.86,5.76,4.21,24.26,0.6,13.93,1.0,13.93,1.06,0.74,0.03,21.32,17.17,5.05,72.52,8.53,42.93,-12.42
2017-03-30,AMZN,Amazon.com Inc,10.545,16.795,26.015,34.395,41.36,49.57,55.415,61.565,67.7,73.06,43.81700134277344,43.85300064086914,43.58300018310547,43.747501373291016,55254000.0,32714.0,11454.0,575.0,2659.0,252.0,13656.0,18347.0,70897.0,18988.0,17782.0,4486.0,2084.0,1841.0,1135.0,2645.0,0.0,0.52,485.0,35.01,8.13,1.76,1.5,46.64,0.77,1.95,13.93,3.31,7.18,32714.0,575.0,2659.0,252.0,0.52,475.0,26.78,51.64,106.78,4.87,1.0,0.0,396946.52,18988.0,0.0,18347.0,397587.52,2.01,2.86,5.76,4.21,24.26,0.6,13.93,1.0,13.93,1.06,0.74,0.03,21.32,17.17,5.05,72.52,8.53,42.93,-12.42
2017-03-31,AMZN,Amazon.com Inc,12.455,20.05,31.3,41.52,50.0,59.5,66.005,72.695,79.29,84.955,44.32699966430664,44.51750183105469,43.83250045776367,43.849998474121094,79152000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-03,AMZN,Amazon.com Inc,12.42,20.0,31.345,41.48,50.36,60.255,66.695,73.485,80.055,85.655,44.57550048828125,44.67449951171875,44.270999908447266,44.400001525878906,68446000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-04,AMZN,Amazon.com Inc,12.645,20.22,31.545,41.735,50.83,61.075,67.385,74.165,80.715,86.325,45.34149932861328,45.426998138427734,44.513999938964844,44.57500076293945,99694000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-05,AMZN,Amazon.com Inc,12.535,20.085,31.39,41.37,50.51,60.685,67.305,74.105,80.635,86.24,45.4640007019043,46.18600082397461,45.28099822998047,45.54100036621094,150168000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-06,AMZN,Amazon.com Inc,12.41,20.105,31.4,41.28,50.09,60.195,66.9,73.505,80.025,85.625,44.91400146484375,45.859500885009766,44.7244987487793,45.689998626708984,126882000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-07,AMZN,Amazon.com Inc,12.47,20.19,31.51,41.38,50.19,60.28,66.995,73.555,80.035,85.59,44.74399948120117,45.00450134277344,44.46549987792969,44.98249816894531,74218000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-10,AMZN,Amazon.com Inc,12.43,20.12,31.45,41.25,49.99,60.075,66.815,73.365,79.875,85.39,45.35200119018555,45.425498962402344,44.95000076293945,44.98149871826172,63686000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-11,AMZN,Amazon.com Inc,12.48,20.32,31.8,41.9,50.32,60.555,67.28,73.885,80.415,85.965,45.11800003051758,45.5620002746582,44.875,45.35200119018555,60254000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-12,AMZN,Amazon.com Inc,12.49,20.43,31.94,42.11,50.54,60.805,67.54,74.165,80.725,86.29,44.811500549316406,45.204498291015625,44.76250076293945,45.15449905395508,49122000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-13,AMZN,Amazon.com Inc,12.52,20.45,32.01,42.54,50.68,60.785,67.57,73.985,80.415,85.915,44.23350143432617,44.74850082397461,44.2244987487793,44.5724983215332,63492000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-17,AMZN,Amazon.com Inc,12.45,20.35,32.05,42.305,50.68,60.88,67.645,74.155,80.595,86.075,45.0994987487793,45.11899948120117,44.375,44.375,57094000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-18,AMZN,Amazon.com Inc,12.455,20.355,32.05,42.31,50.68,60.875,67.635,74.145,80.575,86.055,45.18899917602539,45.480499267578125,45.03900146484375,45.04949951171875,59984000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-19,AMZN,Amazon.com Inc,12.545,20.53,32.46,42.53,50.97,61.325,68.23,74.825,81.235,86.68,44.959999084472656,45.525001525878906,44.868499755859375,45.391998291015625,57404000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-20,AMZN,Amazon.com Inc,12.2,20.1,31.93,41.72,50.06,60.225,67.105,73.565,79.915,85.46,45.10300064086914,45.26599884033203,44.81449890136719,44.98500061035156,56288000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-21,AMZN,Amazon.com Inc,12.325,20.16,31.735,41.375,49.7,59.435,66.1,72.425,78.735,84.26,44.92649841308594,45.182498931884766,44.8385009765625,45.13349914550781,48410000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-24,AMZN,Amazon.com Inc,11.95,19.55,30.72,40.0,48.12,57.635,64.315,70.485,76.745,82.19,45.37049865722656,45.4995002746582,45.191001892089844,45.433998107910156,62458000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-25,AMZN,Amazon.com Inc,11.655,19.09,30.01,39.24,47.37,56.825,63.435,69.705,76.015,81.52,45.38100051879883,45.4739990234375,45.150001525878906,45.35200119018555,67612000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-26,AMZN,Amazon.com Inc,11.595,18.865,29.63,38.83,47.05,56.42,62.895,69.195,75.535,81.03,45.464500427246094,45.787498474121094,45.37799835205078,45.51499938964844,52178000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-27,AMZN,Amazon.com Inc,11.455,18.77,29.39,38.375,46.64,55.975,62.475,68.865,75.265,80.94,45.91899871826172,46.09299850463867,45.605499267578125,45.71950149536133,106110000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-04-28,AMZN,Amazon.com Inc,11.1,18.16,28.39,37.04,45.0,54.09,60.465,66.765,73.09,78.71,46.2495002746582,47.47949981689453,46.21649932861328,47.44150161743164,147294000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-05-01,AMZN,Amazon.com Inc,11.05,18.155,28.39,37.09,45.0,54.01,60.39,66.695,73.055,78.69,47.4114990234375,47.720001220703125,46.38999938964844,46.38999938964844,109330000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-05-02,AMZN,Amazon.com Inc,10.95,18.11,28.34,37.08,44.89,53.795,60.17,66.4,72.82,78.44,47.34700012207031,47.505001068115234,47.070499420166016,47.33250045776367,76976000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-05-03,AMZN,Amazon.com Inc,10.76,17.84,28.035,36.99,44.99,53.96,60.41,66.485,72.765,78.23,47.05149841308594,47.29999923706055,46.79499816894531,47.29999923706055,71654000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-05-04,AMZN,Amazon.com Inc,10.76,17.74,27.9,36.79,44.71,53.84,60.115,66.175,72.415,77.86,46.87649917602539,47.25,46.71099853515625,47.23749923706055,48368000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
2017-05-05,AMZN,Amazon.com Inc,10.78,17.715,27.75,36.56,44.55,53.56,59.855,65.845,72.015,77.45,46.70750045776367,47.03950119018555,46.51499938964844,47.0260009765625,57328000.0,35714.0,13274.0,1005.0,3440.0,724.0,15440.0,21531.0,80969.0,21599.0,21674.0,-1619.0,2435.0,1861.0,-3633.0,-3767.0,0.0,1.48,490.0,37.17,9.63,2.81,2.67,24.03,2.03,2.03,14.18,3.63,7.75,35714.0,1005.0,3440.0,724.0,1.48,478.0,26.68,49.91,99.65,7.23,1.0,0.0,423720.4,21599.0,0.0,21531.0,423788.4,2.01,2.66,5.33,3.9,20.8,0.69,14.18,1.0,14.18,1.06,0.77,0.03,22.99,15.92,5.44,67.3,9.13,40.09,-11.29
