Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2015-11-19,ABT,Abbott Laboratories,6.715,9.66,16.65,24.6,31.96,38.375,42.915,46.57,49.395,51.605,38.39496994018555,38.68043453167791,38.17667499507963,38.386575335799755,6830300.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-11-20,ABT,Abbott Laboratories,6.79,9.785,16.97,25.145,32.775,39.265,43.835,47.51,50.335,52.54,38.63005065917969,38.94070541610043,38.48731998937108,38.6468430678909,7140700.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-11-23,ABT,Abbott Laboratories,6.695,9.63,16.58,24.475,31.765,38.165,42.7,46.355,49.18,51.39,38.151466369628906,38.70560287366706,38.00033794099818,38.646831062846616,4593800.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-11-24,ABT,Abbott Laboratories,7.105,10.095,16.275,25.16,31.75,38.115,42.625,46.26,49.07,51.265,38.15987777709961,38.269026837317334,37.80724358363643,37.8744132215626,4638600.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-11-25,ABT,Abbott Laboratories,7.26,10.25,16.43,25.63,31.74,37.895,42.28,45.825,48.57,50.735,38.12630081176758,38.327806564229626,38.01715172906625,38.1011137937693,3080700.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-11-27,ABT,Abbott Laboratories,7.17,10.23,16.4,25.475,31.16,37.2,41.53,45.045,47.78,49.885,38.13468551635742,38.285813990761895,38.04233207339864,38.13468551635742,1678000.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-11-30,ABT,Abbott Laboratories,7.245,10.35,16.675,25.965,31.775,37.805,42.12,45.625,48.355,50.44,37.71489715576172,38.23545238231551,37.71489715576172,38.151490312149335,7827000.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-01,ABT,Abbott Laboratories,7.205,10.29,16.475,25.56,31.235,37.335,41.695,45.235,47.98,50.09,38.16827392578125,38.21865115626555,37.731680870058234,37.966771409493546,5593200.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-02,ABT,Abbott Laboratories,7.235,10.335,16.655,25.945,31.745,37.79,42.11,45.62,48.355,50.445,37.96676254272461,38.38656309024585,37.88280051152596,38.143078004005766,4840400.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-03,ABT,Abbott Laboratories,7.21,10.29,16.475,25.56,31.23,37.335,41.695,45.23,47.98,50.085,37.068397521972656,38.1766709472396,36.950850653259764,38.084314294663244,6857400.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-04,ABT,Abbott Laboratories,7.215,10.305,16.5,25.58,31.25,37.34,41.69,45.21,47.95,50.045,38.03392791748047,38.08430513481237,37.177534439781645,37.28668347592214,6438500.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-07,ABT,Abbott Laboratories,7.475,10.675,17.21,26.795,32.77,38.925,43.29,46.82,49.555,51.64,38.25224685668945,38.394977579421464,38.025554059268906,38.260641462745475,5559900.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-08,ABT,Abbott Laboratories,7.47,10.675,17.215,26.8,32.77,38.93,43.305,46.835,49.57,51.66,38.24384307861328,38.411763998955166,37.91639904550044,38.05073514120892,5199000.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-09,ABT,Abbott Laboratories,7.47,10.68,17.215,26.805,32.78,38.94,43.315,46.85,49.585,51.675,37.74846267700195,38.36976886715643,37.62252444040329,38.10949138700104,5544400.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-10,ABT,Abbott Laboratories,7.46,10.675,17.205,26.79,32.76,38.915,43.29,46.82,49.555,51.635,38.04234313964844,38.319409954770464,37.78206553516682,37.84923518902996,4953200.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-11,ABT,Abbott Laboratories,7.465,10.68,17.215,26.8,32.77,38.915,43.28,46.81,49.545,51.625,37.24470901489258,37.672904209262235,37.18593718826977,37.588945372036605,5236400.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-14,ABT,Abbott Laboratories,7.46,10.675,17.215,26.81,32.77,38.925,43.295,46.82,49.555,51.64,37.62253189086914,37.63932429963916,36.90886893085322,37.32027493865764,6173500.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-15,ABT,Abbott Laboratories,7.46,10.675,17.22,26.81,32.765,38.91,43.275,46.8,49.535,51.61,38.27743148803711,38.55449831014793,37.90800799094753,37.949987424258204,5828000.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-16,ABT,Abbott Laboratories,7.465,10.685,17.23,26.81,32.77,38.91,43.27,46.79,49.515,51.595,38.66362762451172,38.739191846953815,37.991947426595246,38.42854035594691,7576500.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-17,ABT,Abbott Laboratories,7.355,10.515,16.845,26.11,31.87,38.025,42.4,45.94,48.68,50.775,38.00035095214844,38.806370581764305,37.99195634893845,38.697221523086974,5792200.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-18,ABT,Abbott Laboratories,7.215,10.325,16.53,25.625,31.27,37.355,41.705,45.23,47.97,50.075,36.69057083129883,37.815636498441165,36.69057083129883,37.7484668692032,13044400.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-21,ABT,Abbott Laboratories,7.465,10.695,17.24,26.82,32.77,38.91,43.27,46.795,49.525,51.61,36.97604751586914,37.10198580789057,36.581433821319735,36.984442120873794,5453300.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-22,ABT,Abbott Laboratories,7.465,10.695,17.24,26.83,32.77,38.91,43.27,46.805,49.53,51.615,37.34545135498047,37.412620971003626,36.91725626271536,37.13555110914347,4367300.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-23,ABT,Abbott Laboratories,7.44,10.63,17.135,26.665,32.56,38.63,42.98,46.495,49.235,51.33,37.86601257324219,37.93318220612671,37.471402189930956,37.555361028212225,4353000.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-24,ABT,Abbott Laboratories,7.46,10.625,17.12,26.605,32.485,38.58,42.95,46.465,49.195,51.28,37.86601257324219,38.033933452629114,37.731676510297525,37.731676510297525,1462900.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-28,ABT,Abbott Laboratories,7.47,10.655,17.075,26.46,32.27,38.505,42.96,46.515,49.245,51.325,37.8072509765625,37.89121304038837,37.63093544676603,37.71489430776666,2742900.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-29,ABT,Abbott Laboratories,7.495,10.7,17.255,26.84,32.78,38.94,43.355,46.88,49.595,51.66,38.47052764892578,38.57967670433012,37.92478557472858,38.01714222139191,4071200.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-30,ABT,Abbott Laboratories,7.695,10.985,17.605,27.27,33.26,39.605,44.115,47.695,50.435,52.51,38.00874710083008,38.64684261017653,37.95836987529308,38.49571413638998,4912000.0,5150.0,2790.0,812.0,1195.0,596.0,3132.0,6139.0,41725.0,7913.0,21111.0,1212.0,383.0,411.0,-916.0,442.0,2.39,0.4,1505.17,54.17,23.2,15.77,13.86,16.53,11.57,8.33,11.57,6.04,15.67,5150.0,812.0,1195.0,596.0,0.4,1491.72,18.96,27.16,37.29,19.8,166.47,0.4,60.07,59996.97,7913.0,108.0,6139.0,61878.97,0.49,15.35,7.5,1.91,14.28,0.81,11.57,0.43,5.0,1.82,1.51,0.17,5.81,62.96,9.58,38.21,3.54,103.25,128.0
2015-12-31,ABT,Abbott Laboratories,7.5,10.71,17.27,26.845,32.78,38.94,43.35,46.875,49.585,51.645,37.70648193359375,38.20184666683711,37.698087332579746,37.87440277928745,4192400.0,5188.0,2823.0,792.0,1158.0,695.0,5001.0,6125.0,41247.0,8562.0,21211.0,831.0,366.0,248.0,1869.0,223.0,2.18,0.45,1496.57,54.41,22.32,15.27,16.0,16.27,13.4,6.95,12.2,6.32,15.47,5188.0,792.0,1158.0,695.0,0.45,1472.67,20.76,28.65,40.15,19.32,181.51,0.45,55.09,66993.14,8562.0,115.0,6125.0,69545.14,0.49,15.6,7.72,1.92,14.82,0.82,12.2,0.45,5.44,1.54,1.26,0.12,5.83,62.81,8.7,42.07,3.56,102.82,123.56
2016-01-04,ABT,Abbott Laboratories,7.62,10.88,17.485,27.095,33.09,39.35,43.83,47.375,50.105,52.17,36.044090270996094,36.98444299210722,35.683061393611176,36.89208632075406,12227500.0,5188.0,2823.0,792.0,1158.0,695.0,5001.0,6125.0,41247.0,8562.0,21211.0,831.0,366.0,248.0,1869.0,223.0,2.18,0.45,1496.57,54.41,22.32,15.27,16.0,16.27,13.4,6.95,12.2,6.32,15.47,5188.0,792.0,1158.0,695.0,0.45,1472.67,20.76,28.65,40.15,19.32,181.51,0.45,55.09,66993.14,8562.0,115.0,6125.0,69545.14,0.49,15.6,7.72,1.92,14.82,0.82,12.2,0.45,5.44,1.54,1.26,0.12,5.83,62.81,8.7,42.07,3.56,102.82,123.56
2016-01-05,ABT,Abbott Laboratories,6.915,9.875,17.015,25.16,32.965,39.96,44.895,48.765,51.715,53.925,36.03567886352539,36.27076935720178,35.77540456374585,36.06926367731118,8245200.0,5188.0,2823.0,792.0,1158.0,695.0,5001.0,6125.0,41247.0,8562.0,21211.0,831.0,366.0,248.0,1869.0,223.0,2.18,0.45,1496.57,54.41,22.32,15.27,16.0,16.27,13.4,6.95,12.2,6.32,15.47,5188.0,792.0,1158.0,695.0,0.45,1472.67,20.76,28.65,40.15,19.32,181.51,0.45,55.09,66993.14,8562.0,115.0,6125.0,69545.14,0.49,15.6,7.72,1.92,14.82,0.82,12.2,0.45,5.44,1.54,1.26,0.12,5.83,62.81,8.7,42.07,3.56,102.82,123.56
2016-01-06,ABT,Abbott Laboratories,7.435,11.425,17.535,25.675,32.78,39.535,44.325,48.1,50.99,53.155,35.73343276977539,36.08606378126907,35.439570390705846,35.523532443079205,5906000.0,5188.0,2823.0,792.0,1158.0,695.0,5001.0,6125.0,41247.0,8562.0,21211.0,831.0,366.0,248.0,1869.0,223.0,2.18,0.45,1496.57,54.41,22.32,15.27,16.0,16.27,13.4,6.95,12.2,6.32,15.47,5188.0,792.0,1158.0,695.0,0.45,1472.67,20.76,28.65,40.15,19.32,181.51,0.45,55.09,66993.14,8562.0,115.0,6125.0,69545.14,0.49,15.6,7.72,1.92,14.82,0.82,12.2,0.45,5.44,1.54,1.26,0.12,5.83,62.81,8.7,42.07,3.56,102.82,123.56
2016-01-07,ABT,Abbott Laboratories,7.425,11.41,17.52,25.655,32.77,39.52,44.32,48.1,50.99,53.155,34.87702560424805,35.41436972094324,34.75948197907392,34.994569229422176,7151400.0,5188.0,2823.0,792.0,1158.0,695.0,5001.0,6125.0,41247.0,8562.0,21211.0,831.0,366.0,248.0,1869.0,223.0,2.18,0.45,1496.57,54.41,22.32,15.27,16.0,16.27,13.4,6.95,12.2,6.32,15.47,5188.0,792.0,1158.0,695.0,0.45,1472.67,20.76,28.65,40.15,19.32,181.51,0.45,55.09,66993.14,8562.0,115.0,6125.0,69545.14,0.49,15.6,7.72,1.92,14.82,0.82,12.2,0.45,5.44,1.54,1.26,0.12,5.83,62.81,8.7,42.07,3.56,102.82,123.56
2016-01-08,ABT,Abbott Laboratories,7.42,11.415,17.525,25.665,32.78,39.535,44.335,48.11,51.005,53.175,34.146583557128906,35.17929598137368,34.0374376934484,35.14571116047592,7477700.0,5188.0,2823.0,792.0,1158.0,695.0,5001.0,6125.0,41247.0,8562.0,21211.0,831.0,366.0,248.0,1869.0,223.0,2.18,0.45,1496.57,54.41,22.32,15.27,16.0,16.27,13.4,6.95,12.2,6.32,15.47,5188.0,792.0,1158.0,695.0,0.45,1472.67,20.76,28.65,40.15,19.32,181.51,0.45,55.09,66993.14,8562.0,115.0,6125.0,69545.14,0.49,15.6,7.72,1.92,14.82,0.82,12.2,0.45,5.44,1.54,1.26,0.12,5.83,62.81,8.7,42.07,3.56,102.82,123.56
