Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2015-08-25,A,Agilent Technologies Inc,23.77,32.575,54.905,94.145,116.37,151.965,175.06,193.43,208.155,218.21,31.800580978393555,33.47575481163891,31.745049008188033,33.02225607854085,3802700.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-08-26,A,Agilent Technologies Inc,23.47,32.285,54.145,92.295,114.49,149.425,172.43,190.61,205.175,215.12,32.96672821044922,33.04077084660318,31.902391794840074,32.72609670404326,3233800.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-08-27,A,Agilent Technologies Inc,23.33,31.135,51.945,89.065,110.07,143.985,166.52,184.46,199.005,208.95,33.91072082519531,33.93848502407028,33.21658760896819,33.475729546585534,2406300.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-08-28,A,Agilent Technologies Inc,23.3,30.995,52.115,89.095,109.86,142.195,164.36,182.27,196.695,206.66,33.79041290283203,33.92924099728619,33.457231831123224,33.73488448948645,1783600.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-08-31,A,Agilent Technologies Inc,23.8,31.425,52.855,90.525,110.86,142.715,165.2,183.28,197.705,207.87,33.605316162109375,33.82743689428149,33.27213153330582,33.72563008764203,2554700.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-01,A,Agilent Technologies Inc,24.3,33.305,56.565,96.445,118.09,151.205,174.56,193.35,208.215,218.45,32.161529541015625,32.92970589809656,31.994937163107632,32.67056023771372,2953900.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-02,A,Agilent Technologies Inc,24.3,33.085,55.735,95.755,116.9,150.815,174.73,193.68,208.485,218.69,32.8834228515625,32.8834228515625,32.28184248782243,32.69832337382478,2118300.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-03,A,Agilent Technologies Inc,23.675,32.89,56.11,95.625,116.9,149.7,172.905,191.5,206.055,216.01,33.087039947509766,33.42947825351836,32.88342626421172,32.95746888742795,2140400.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-04,A,Agilent Technologies Inc,23.535,32.9,56.64,96.245,118.46,151.75,175.145,193.57,208.235,218.03,32.448429107666016,32.86490638951879,32.30034743331833,32.429918457054356,2819000.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-08,A,Agilent Technologies Inc,22.385,31.74,54.7,93.925,114.34,148.62,173.105,192.73,207.885,218.28,33.51276779174805,33.54978909601259,32.864909089302074,33.15181890153346,1787400.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-09,A,Agilent Technologies Inc,22.075,31.17,53.94,92.485,112.74,146.55,170.855,190.35,205.765,216.42,32.892669677734375,34.05881226403308,32.80011643720582,33.78115960353769,1885300.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-10,A,Agilent Technologies Inc,22.105,31.2,53.47,92.495,112.94,146.86,171.165,190.68,206.085,216.69,33.188846588134766,33.35543895881565,32.800129879697174,32.95746868780538,1628700.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-11,A,Agilent Technologies Inc,22.425,30.99,53.61,91.985,112.78,146.52,170.675,189.32,204.105,214.24,33.28139877319336,33.28139877319336,32.80013228160024,33.003745978575324,1443300.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-14,A,Agilent Technologies Inc,22.405,31.0,53.28,91.615,112.44,146.12,170.305,188.75,203.525,213.48,32.90192413330078,33.401701054141654,32.68905697010083,33.24436230622721,2223300.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-15,A,Agilent Technologies Inc,22.395,31.0,53.3,91.605,112.64,146.48,170.565,189.11,203.785,213.93,33.45724105834961,33.59606566054533,32.864910751791214,33.08703505806887,1752700.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-16,A,Agilent Technologies Inc,22.075,30.79,52.87,90.695,111.4,144.84,167.825,186.2,200.235,209.85,33.79967498779297,34.123602548670135,33.37394061334137,33.4572367762163,2130100.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-17,A,Agilent Technologies Inc,21.605,30.27,51.49,88.505,108.29,141.22,163.825,181.92,196.065,205.6,33.68861389160156,34.23466571861559,33.58680708021064,33.901481074261866,1819100.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-18,A,Agilent Technologies Inc,21.595,30.19,51.93,89.275,109.62,142.1,164.855,183.0,197.095,206.61,33.07777786254883,33.522022895748826,32.93894974506009,33.188838238212405,3352300.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-21,A,Agilent Technologies Inc,22.585,30.94,53.63,93.035,114.98,148.88,172.575,190.59,205.085,214.85,33.031494140625,33.383189392456316,32.7723521290362,33.281382593462105,2640200.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-22,A,Agilent Technologies Inc,22.845,32.16,55.54,95.83,119.19,155.51,180.645,200.57,216.26,226.79,32.43916702270508,32.698312560824306,32.337360225288066,32.56873802649216,2283300.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-23,A,Agilent Technologies Inc,22.965,32.09,55.5,96.32,119.44,156.14,182.335,202.7,218.33,228.87,32.34661865234375,32.615017760172684,32.217047643197425,32.48544322048115,1962600.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-24,A,Agilent Technologies Inc,23.645,32.85,56.91,98.23,122.63,160.21,186.975,207.61,223.53,234.37,31.976417541503906,32.05971370710447,31.606215107036988,31.98567463242938,2028900.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-25,A,Agilent Technologies Inc,24.405,33.87,59.18,101.55,126.43,164.44,191.005,213.35,229.89,241.05,31.976425170898438,32.5054978032738,31.65155371225733,32.20847469530148,2730700.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-28,A,Agilent Technologies Inc,25.535,35.3,62.13,105.49,132.38,170.95,197.805,219.99,236.87,248.35,30.973968505859375,31.809348182517464,30.927559310666066,31.679401019658346,2615400.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-29,A,Agilent Technologies Inc,25.985,35.84,62.53,105.76,133.84,171.51,199.005,220.84,237.63,249.04,31.317407608032227,31.61443073721754,30.853308526080795,30.96469131432654,2252400.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-09-30,A,Agilent Technologies Inc,23.285,32.14,56.05,94.78,120.0,153.995,178.895,198.755,214.08,224.52,31.86503028869629,31.95784864688844,31.252416377771848,31.63298085242251,2545700.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-10-01,A,Agilent Technologies Inc,23.73,32.48,56.97,96.06,121.62,155.525,180.25,200.095,215.58,226.01,31.317407608032227,32.00427226647514,31.076074102572285,31.855760701882485,3011400.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-10-02,A,Agilent Technologies Inc,23.42,32.21,56.13,94.38,119.23,153.035,177.26,196.985,212.5,222.84,32.18062210083008,32.18990606342694,30.74191594741877,30.797609100617105,3519400.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-10-05,A,Agilent Technologies Inc,22.69,31.44,54.84,92.68,115.97,148.425,172.27,192.855,208.33,218.68,32.80252456665039,32.84893376854374,32.338425466126644,32.52406581449517,1675400.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-10-06,A,Agilent Technologies Inc,21.56,30.06,50.82,89.36,112.77,145.115,168.99,188.755,204.13,214.86,32.39410400390625,32.68184305018098,32.050668275239545,32.607589068843275,1833700.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-10-07,A,Agilent Technologies Inc,21.46,29.53,50.02,88.48,111.29,143.455,167.28,186.985,202.35,212.98,32.98815155029297,33.21091704544851,32.57974224118497,32.67256414816119,3085400.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-10-08,A,Agilent Technologies Inc,22.07,30.17,50.97,89.08,113.89,148.895,175.15,196.985,213.84,225.36,33.424400329589844,33.48009347079182,32.8025095197386,32.84891870034349,2597900.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-10-09,A,Agilent Technologies Inc,21.67,29.34,49.35,85.88,110.34,144.205,169.95,191.685,208.28,219.91,33.62861251831055,33.730714863025675,33.3037446403936,33.359434253296904,3232900.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
2015-10-12,A,Agilent Technologies Inc,21.7,29.4,49.69,86.25,110.95,144.905,170.74,192.475,209.11,220.72,33.40584182739258,33.58219814234823,33.285175116741996,33.48937977464394,1349900.0,1014.0,510.0,153.0,215.0,113.0,2075.0,2075.0,7251.0,1655.0,4103.0,108.0,62.0,19.0,-122.0,56.0,1.05,0.34,334.0,50.3,21.2,15.09,12.62,11.72,11.14,2.33,6.28,3.47,5.98,1014.0,153.0,215.0,113.0,0.34,332.0,22.82,28.73,40.31,9.0,342.42,0.71,29.2,13644.2,1655.0,0.0,3.0,2075.0,13227.2,0.46,7.79,3.57,1.81,6.46,0.97,6.28,0.53,3.33,4.08,3.44,0.36,5.49,66.71,6.39,57.3,2.53,144.92,154.34
