Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Free Cash Flow - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-04-15,CVX,Chevron Corp,25.455,41.0169,61.9104,84.3833,100.5786,106.6995,111.524,115.127,118.0971,120.5736,66.08614349365234,66.79915875485655,63.54652706387005,64.45982764815909,13982300.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-04-16,CVX,Chevron Corp,25.8505,41.3382,62.1358,84.5157,100.6812,106.8038,111.6332,115.2398,118.2139,120.6962,64.08331298828125,65.84582812379173,63.13796568358908,65.14081962469749,12291900.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-04-17,CVX,Chevron Corp,26.5686,42.3184,63.09,85.2889,101.0764,107.1707,111.9436,115.5504,118.4969,120.9289,69.83548736572266,70.09986546813604,65.14881186829763,65.15682499291648,16130100.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-04-20,CVX,Chevron Corp,28.7561,46.4267,69.7028,94.5328,112.0965,118.4899,123.2923,126.7826,129.5507,131.7754,66.95138549804688,69.69930070121595,65.7656935553604,66.22235001389625,15749000.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-04-21,CVX,Chevron Corp,28.0943,45.3683,69.6146,94.5293,114.7944,122.1966,127.5739,131.3937,134.3504,136.6778,65.40518951416016,67.12764490743731,63.49046187835246,64.31563661944644,19620600.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-04-22,CVX,Chevron Corp,28.3796,46.0548,70.7546,96.1657,117.4146,125.1275,130.6551,134.535,137.5055,139.82,67.64838409423828,68.29730669460376,66.47070521785349,68.05696182146335,10320700.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-04-23,CVX,Chevron Corp,28.5248,46.0624,70.5184,95.5868,114.7987,121.7027,126.7764,130.4064,133.2386,135.4841,69.53909301757812,71.12534995572184,68.40948043270203,69.13852221934836,14226500.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-04-24,CVX,Chevron Corp,28.6261,46.1503,70.5858,95.628,114.7988,121.6893,126.7571,130.3855,133.2192,135.466,69.70730590820312,71.13333643777841,68.71388629990906,70.8849845918164,9175500.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-04-27,CVX,Chevron Corp,27.9474,45.1302,69.3361,94.2511,114.8044,122.2231,127.5961,131.4089,134.3569,136.6761,71.87039184570312,72.59943342907492,68.79401190693628,69.49901411484778,12037100.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-04-28,CVX,Chevron Corp,27.8646,45.0106,69.1967,94.1108,114.8042,122.2797,127.6845,131.5142,134.4687,136.7913,72.03063201904297,72.87182688957328,71.16539777030522,71.74222060279705,10645200.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-04-29,CVX,Chevron Corp,27.6827,44.3269,67.8183,92.0262,111.9446,119.2511,124.613,128.4619,131.4648,133.8451,75.80400085449219,76.22059168973989,73.93733994067587,74.08955876135472,12342800.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-04-30,CVX,Chevron Corp,27.1141,43.4524,66.5202,90.2979,109.8852,117.1288,122.4811,126.35,129.3857,131.8043,73.70502471923828,76.70129249096689,72.56740515246233,75.08298920281484,12222000.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-05-01,CVX,Chevron Corp,26.6665,43.876,65.9861,90.1545,110.0947,117.4572,122.8685,126.7677,129.8179,132.2425,71.65408325195312,73.74506263384991,69.73134281762898,73.31244557771024,13250100.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-05-04,CVX,Chevron Corp,26.6038,43.6911,65.7997,89.8452,109.6858,117.0236,122.4292,126.3319,129.3891,131.8224,73.25637817382812,73.40058388331299,70.25209765308024,71.10931878384466,11192400.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-05-05,CVX,Chevron Corp,26.6376,43.788,65.8973,90.0101,109.8995,117.2423,122.6489,126.548,129.5976,132.0239,74.41803741455078,76.34879146638089,74.24979842404596,75.70787578731262,13608700.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-05-06,CVX,Chevron Corp,26.6004,43.6607,65.7697,89.7964,109.6149,116.9394,122.3386,126.2374,129.2917,131.7217,72.14277648925781,74.87466514312057,71.91845179105461,74.38596846128247,11145900.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-05-07,CVX,Chevron Corp,26.6564,43.8264,65.9335,90.0665,109.969,117.3038,122.7002,126.5888,129.6301,132.0476,74.21774291992188,75.35536230403123,73.6329130883579,74.49013418937328,9749600.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
2020-05-08,CVX,Chevron Corp,26.5981,43.6526,65.763,89.7896,109.6151,116.9341,122.3287,126.222,129.2722,131.7002,76.48499298095703,76.55709279434201,75.36339346790542,76.10845543401162,8585900.0,29244.0,9451.0,2743.0,7031.0,3581.0,8492.0,8542.0,236677.0,32351.0,143930.0,4722.0,4288.0,2759.0,2779.0,-813.0,3.95,1.93,1865.65,1589.0,32.32,24.04,9.38,14.17,13.61,12.25,9.29,2.59,1.53,2.33,29244.0,2743.0,7031.0,3581.0,1.93,1866.98,13.67,18.25,22.32,16.93,149.83,0.33,66.74,135281.27,32351.0,0.0,984.0,8542.0,160074.27,0.55,4.24,2.32,1.64,3.8,0.66,2.59,-1.35,-3.51,1.01,0.78,0.0,10.98,33.33,8.38,43.69,15.84,23.11,12.75
