Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Free Cash Flow - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-08-06,CVX,Chevron Corp,15.568,19.437,28.2997,38.6362,48.0529,54.2955,58.7746,62.1311,64.7405,66.838,71.1045913696289,71.45413973548743,69.9909125756251,70.25917192192563,7035600.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-07,CVX,Chevron Corp,14.3382,19.3357,28.4122,39.032,48.1268,54.5194,59.1083,62.5797,65.2699,67.425,70.5599594116211,70.81195727317686,69.69827830089622,70.62498691650424,7185000.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-10,CVX,Chevron Corp,11.9031,19.1321,28.8602,39.732,49.459,56.1913,60.8027,64.335,67.0463,69.2007,72.94178771972656,72.96617381701243,71.21030038893862,71.48669062941288,8150200.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-11,CVX,Chevron Corp,13.8863,19.2993,28.1083,38.6282,48.2238,54.4928,58.8817,62.2546,64.8869,67.0068,72.85234832763672,75.60808821601294,72.48653836072873,74.74640706428626,9074300.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-12,CVX,Chevron Corp,14.3295,19.3435,27.711,38.1486,47.925,54.1881,58.5777,61.9418,64.5698,66.689,73.74654388427734,74.5106745099797,72.71415384291912,73.8115775975193,9057400.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-13,CVX,Chevron Corp,13.4162,19.2661,28.2852,38.8854,48.5055,54.8854,59.3294,62.7429,65.3951,67.5245,73.0149154663086,74.20175258605757,72.96614329214036,73.0555630794188,7314600.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-14,CVX,Chevron Corp,11.0368,19.0616,29.0269,40.0567,50.0114,57.0848,61.8901,65.5635,68.3596,70.5644,73.44575500488281,73.64084990916398,72.22640099970394,72.34833764061287,6343000.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-17,CVX,Chevron Corp,13.87,19.3054,28.4922,39.0071,48.2112,54.3268,58.6562,62.0102,64.6395,66.7631,73.78717803955078,74.44563346787999,72.93363389461386,73.44576038157601,10473800.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-18,CVX,Chevron Corp,13.8831,19.3047,28.4884,39.0023,48.2019,54.3143,58.6411,61.9938,64.6231,66.7481,72.26162719726562,73.696474078575,72.00599637776003,73.36662400385904,7981500.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-19,CVX,Chevron Corp,14.1587,19.3276,28.4352,38.8986,48.0232,54.0318,58.3026,61.6168,64.2246,66.338,71.23909759521484,72.48427863829743,71.08241739423906,71.98950667213377,9120300.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-20,CVX,Chevron Corp,13.1069,19.2381,28.634,39.287,48.6921,55.0952,59.5834,63.0517,65.7489,67.9136,69.9361801147461,71.65139514697317,69.87021514532636,70.43919996834505,7872300.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-21,CVX,Chevron Corp,13.0383,19.2331,28.6474,39.3129,48.7381,55.1707,59.6762,63.1571,65.8628,68.033,70.15885162353516,70.16709331496747,68.86419514413247,69.82075353378478,9003600.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-24,CVX,Chevron Corp,12.5199,19.1857,28.463,39.2321,49.0662,56.442,61.3656,65.4939,68.5662,70.9344,71.90703582763672,72.02248240423778,70.00216102235265,70.5876418869342,8738700.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-25,CVX,Chevron Corp,14.4409,19.354,27.6679,38.0824,47.8481,54.5945,59.2086,63.1307,66.0964,68.4145,71.02470397949219,72.59973531615789,70.7195978084705,72.57499765811481,6835800.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-26,CVX,Chevron Corp,12.5604,18.9492,28.4944,39.246,48.7961,56.0377,60.9078,65.0131,68.0806,70.4525,69.91146850585938,70.7855660170758,69.81251786918916,70.67836739689372,7486500.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-27,CVX,Chevron Corp,13.4554,18.7976,28.0972,38.6875,47.9996,54.8347,59.4994,63.4704,66.466,68.8021,70.01864624023438,70.61236870391116,69.24349966655508,70.22480170843711,7438200.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-28,CVX,Chevron Corp,12.0974,16.8638,25.5369,35.4546,44.346,50.8115,55.3424,59.2513,62.2517,64.6275,70.61238861083984,70.69485585446246,69.53213566615133,70.13411257121255,7307900.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-08-31,CVX,Chevron Corp,12.0081,16.7364,25.3633,35.2258,44.0758,50.5084,55.0238,58.9247,61.9223,64.2982,69.21053314208984,70.8350396865873,69.16105782930063,70.77731639121076,9437500.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-09-01,CVX,Chevron Corp,12.0,16.7314,25.2972,35.0804,43.8279,50.2449,54.756,58.6582,61.6606,64.0429,68.50960540771484,68.96314378676762,67.9900894595305,68.65803763700075,8990600.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-09-02,CVX,Chevron Corp,11.8276,16.4821,24.9988,34.7343,43.4781,49.8541,54.3502,58.2449,61.2484,63.6358,68.60032653808594,69.23528289819411,68.19625710846684,68.49312161981749,10821900.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-09-03,CVX,Chevron Corp,12.1174,16.8946,25.5378,35.4071,44.2273,50.6816,55.2101,59.1231,62.1285,64.5104,67.84990692138672,69.6723210487864,67.37987256537293,68.48486947596433,16179900.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-09-04,CVX,Chevron Corp,12.1255,16.9056,25.5514,35.4209,44.2396,50.6942,55.2216,59.1347,62.1412,64.5239,67.56129455566406,68.97139770964482,66.71193472824008,67.99834329860123,10516600.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-09-08,CVX,Chevron Corp,12.1353,17.0595,26.0297,36.2132,45.3504,52.1691,56.8986,59.855,62.104,63.8065,65.12041473388672,66.44805695051642,64.35351585279855,66.38208566601318,14942500.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-09-09,CVX,Chevron Corp,12.0005,16.8725,25.7194,35.7587,44.755,51.8196,56.7944,59.9951,62.461,64.3545,65.99449920654297,66.85210686169052,65.70588275802378,65.94502389861589,9269800.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-09-10,CVX,Chevron Corp,11.8981,16.7225,25.5411,35.554,44.5509,51.5876,56.5495,59.7437,62.2073,64.1007,64.44422149658203,66.70368439850473,64.36176054085901,66.48928088053074,11845900.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-09-11,CVX,Chevron Corp,12.0291,16.9208,25.7069,35.6649,44.5441,51.593,56.5624,59.7679,62.2393,64.1386,64.06489562988281,64.88951776421986,63.55362764170151,64.51843402894762,13732400.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-09-14,CVX,Chevron Corp,11.8476,16.6422,25.4835,35.5222,44.569,51.5937,56.548,59.7332,62.1914,64.0811,63.73503875732422,64.30402998289996,63.42992633509129,63.891718959466395,8182800.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-09-15,CVX,Chevron Corp,11.8538,16.6502,25.4932,35.5315,44.5771,51.5998,56.5523,59.736,62.193,64.0819,62.95988845825195,64.71633734518758,62.63828638147687,63.95768032354985,11732000.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-09-16,CVX,Chevron Corp,11.9379,16.6435,25.3386,35.3674,44.4832,51.6125,56.573,59.8269,62.319,64.2259,64.7823257446289,65.54098304054527,62.63830902720952,62.959911220253986,13019000.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
2020-09-17,CVX,Chevron Corp,12.0742,16.8306,25.6402,35.7998,45.0418,52.2253,57.204,60.4558,62.9391,64.8337,64.97198486328125,65.02146018278235,62.97640061940676,63.93295911418097,10515100.0,16142.0,1281.0,-2160.0,4557.0,-8277.0,6855.0,6914.0,223403.0,34053.0,134118.0,80.0,6717.0,614.0,-1911.0,-4406.0,4.23,-4.46,1853.31,-2012.0,7.94,28.23,-13.38,-65.65,13.61,-51.28,3.28,-5.99,-3.66,2.33,16142.0,-2160.0,4557.0,-8277.0,-4.46,1867.27,15.24,20.22,25.34,-12.56,-345.45,0.33,66.74,166616.31,34053.0,0.0,268.0,6914.0,194023.31,0.48,-9.42,-4.51,1.64,-7.41,0.66,-5.99,-1.35,-12.36,1.14,0.87,0.01,10.0,36.59,8.26,44.32,15.42,23.73,16.0
