Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM","Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-08-13,BMY,Bristol Myers Squibb Co,4.6629,5.8495,7.5598,10.9034,15.0426,21.9995,26.8858,31.8833,35.7412,38.8173,53.64260482788086,53.93100605088243,53.35420360487929,53.45599132012304,7748700.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-08-14,BMY,Bristol Myers Squibb Co,5.0268,6.2485,7.2209,10.4793,14.4063,23.1613,29.3022,35.2564,39.8235,43.4432,53.574737548828125,53.905550009168465,53.22695993208921,53.60018366553962,5606900.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-08-17,BMY,Bristol Myers Squibb Co,4.5172,5.649,7.306,10.6713,14.5098,21.7597,26.8485,31.988,35.9594,39.1262,53.964935302734375,54.355127492447444,53.58322731050054,53.78680598494967,5972400.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-08-18,BMY,Bristol Myers Squibb Co,4.8416,5.5668,7.6526,10.5113,14.919,22.148,27.2201,32.3566,36.3189,39.4749,53.46446990966797,54.01582621134389,53.35420123795117,53.854662066376505,5745600.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-08-19,BMY,Bristol Myers Squibb Co,4.7343,5.5952,7.892,11.2668,14.9872,20.8835,25.0302,29.4807,32.9225,35.6697,53.51536178588867,54.13457544117201,53.39660892539224,53.49839662927879,6092700.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-08-20,BMY,Bristol Myers Squibb Co,4.8101,5.7132,7.5547,10.8766,15.0262,22.2383,27.2975,32.7893,37.0072,40.3549,52.77741241455078,53.320284659324976,52.53142241745815,53.252424010841295,6326300.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-08-21,BMY,Bristol Myers Squibb Co,4.8746,5.7153,8.2542,11.5522,15.197,22.4361,27.5155,32.9914,37.2161,40.5812,52.751953125,52.887671160649965,52.37024837432857,52.77740248127845,8031400.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-08-24,BMY,Bristol Myers Squibb Co,4.7206,5.6251,7.7103,10.7832,14.7763,22.0329,27.1221,32.6398,36.8783,40.2419,52.93856430053711,52.98097557809807,52.336315746161624,52.87918786479717,8721000.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-08-25,BMY,Bristol Myers Squibb Co,4.7269,5.6874,8.3689,11.1332,14.6989,22.1865,27.4347,33.0693,37.3961,40.8298,53.19304275512695,53.752880111438806,53.01491342261262,53.226973076303075,6620600.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-08-26,BMY,Bristol Myers Squibb Co,4.8747,5.9367,8.5686,11.6742,15.303,22.6509,27.8021,33.3248,37.5857,40.9793,52.82829666137695,53.09125178075142,52.23453225597222,53.01491018066034,6195800.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-08-27,BMY,Bristol Myers Squibb Co,4.8304,5.9347,8.1434,11.3396,15.0239,22.5034,27.7443,33.348,37.6613,41.0907,53.02339172363281,53.405099728271374,52.79437015662304,53.01491076165123,6389500.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-08-28,BMY,Bristol Myers Squibb Co,4.6901,5.8289,7.8113,10.9045,15.1407,22.2918,27.3009,32.7406,36.9214,40.2406,52.904632568359375,53.091246067561144,52.463548174828915,53.014904475685235,6380400.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-08-31,BMY,Bristol Myers Squibb Co,4.9592,6.0016,7.9571,11.3091,14.9238,22.6063,27.9824,33.6769,38.0578,41.5392,52.760433197021484,53.26937498197147,52.548373580663494,52.91311637966107,14189800.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-01,BMY,Bristol Myers Squibb Co,4.8748,5.7123,7.7994,10.7369,14.6608,21.9247,27.0094,32.2221,36.2449,39.4502,51.71710205078125,52.81132724961866,51.479593071969525,52.76043501083784,12154000.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-02,BMY,Bristol Myers Squibb Co,4.953,5.1878,7.2872,9.7335,14.0656,22.0696,27.6695,33.3384,37.6678,41.0852,52.25149154663086,52.4381050565102,51.28450015138912,51.56442041620813,13287300.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-03,BMY,Bristol Myers Squibb Co,4.8063,5.9889,8.2435,11.7828,15.671,21.8811,26.2473,30.9952,34.629,37.5044,50.93672180175781,52.607752699392684,50.495637388928245,52.26845600159359,16483900.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-04,BMY,Bristol Myers Squibb Co,5.6399,5.9591,8.2039,11.2912,15.7255,22.4821,27.183,32.2174,36.0451,39.0553,50.85190200805664,51.34387868724474,50.258134372534485,51.04699648737031,16405800.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-08,BMY,Bristol Myers Squibb Co,5.1909,6.8596,9.6212,13.1065,17.5458,24.3879,29.1262,34.2005,38.0444,41.0531,49.647396087646484,50.89430766078301,49.31658360557506,50.78403575483489,11735900.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-09,BMY,Bristol Myers Squibb Co,5.994,6.8991,9.283,12.717,17.1916,23.6073,28.0951,33.6243,37.929,41.3856,50.11393356323242,50.55501474833889,49.842494258575336,49.986696490292324,7173700.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-10,BMY,Bristol Myers Squibb Co,5.5938,6.9549,9.3219,12.4958,17.3248,23.7523,28.2482,33.6393,37.8151,41.1531,49.44382095336914,50.3005403801789,49.35051420439746,50.0375885266474,11995300.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-11,BMY,Bristol Myers Squibb Co,5.844,6.9791,8.3154,12.2533,16.5791,22.0268,25.9116,30.7373,34.524,37.585,50.037593841552734,50.275099601782294,49.5625790853203,49.58802520655252,8573500.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-14,BMY,Bristol Myers Squibb Co,5.2196,6.8481,8.9174,12.3301,16.7551,23.4088,28.0582,33.6647,37.9748,41.396,50.63984298706055,50.97065550974826,50.105451784994756,50.20723950679713,6242400.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-15,BMY,Bristol Myers Squibb Co,4.7633,6.3456,9.0821,12.7041,16.7091,23.4933,28.2338,33.8604,38.2045,41.6659,50.49564743041992,50.98762741648572,50.376894533307144,50.868874519372945,8259100.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-16,BMY,Bristol Myers Squibb Co,5.4167,6.5196,8.3321,12.0905,16.6381,23.3844,28.0975,33.7484,38.0931,41.5435,50.42778015136719,50.86886456560094,50.24965084055351,50.61439042355495,6159800.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-17,BMY,Bristol Myers Squibb Co,5.4987,6.8056,9.299,12.4873,17.2577,24.0225,28.7472,34.3749,38.7133,42.1664,50.38536834716797,50.41081446679778,49.41837373618492,50.04607165182938,6624800.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-18,BMY,Bristol Myers Squibb Co,5.45,6.6842,9.5221,13.4549,17.3698,24.1384,28.866,34.466,38.795,42.2493,50.27510452270508,50.6568125574165,49.90188068641703,50.122421308820506,13944500.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-21,BMY,Bristol Myers Squibb Co,6.0076,8.0891,11.4014,16.0385,21.4628,28.0057,32.704,37.2003,40.7614,43.6277,49.002742767333984,50.012145504672276,48.26477611458705,49.978215185155015,16199700.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-22,BMY,Bristol Myers Squibb Co,6.3564,8.1736,11.4,16.1779,21.9249,28.2784,32.8412,37.2586,40.765,43.5917,49.842491149902344,49.91883274175034,48.883984007088834,49.00273687534729,12466800.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-23,BMY,Bristol Myers Squibb Co,6.305,8.6894,12.7022,17.3948,22.6728,27.8419,31.5542,35.4125,38.5489,41.1252,50.037593841552734,50.470194081367055,49.72374324607989,50.088486084017184,11436600.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
2020-09-24,BMY,Bristol Myers Squibb Co,6.611,8.9353,13.3012,18.1379,24.2152,31.1757,36.1708,40.9305,44.6646,47.6401,49.40989685058594,49.893392578073154,48.943366282842376,49.60499133397785,10358800.0,10129.0,5054.0,1553.0,4198.0,-80.0,19934.0,21658.0,128076.0,46672.0,49094.0,4536.0,2621.0,131.0,4116.0,3384.0,0.19,2.99,-0.04,2263.0,3750.0,1.63,49.9,41.45,15.33,16.06,104.92,-0.79,10.34,-1.73,-0.59,-1.03,10129.0,1553.0,4198.0,-80.0,-0.04,2254.0,36.44,48.7,94.94,4.35,-8.33,0.51,49.37,132531.36,46672.0,0.0,66.0,21658.0,157611.36,0.38,7.29,2.78,2.81,7.79,-0.21,-1.73,-2.56,-13.22,1.47,1.36,0.09,5.22,70.11,6.74,54.32,8.86,41.29,57.08
